X,y
2.86,3.67
4.79,20.56
4.53,6.38
8.02,18.27
8.42,29.76
2.91,19.57
5.71,24.89
9.66,38.75
7.72,28.68
6.93,32.47
7.32,24.19
8.99,30.03
5.08,15.15
7.41,24.57
1.51,-0.87
4.08,8.53
3.42,10.76
1.65,15.34
6.05,21.38
6.54,22.76
0.06,3.7
4.41,13.59
5.37,20.36
0.57,1.95
8.75,25.45
9.6,30.86
9.33,31.44
4.78,14.92
4.4,16.3
5.77,18.14
5.4,14.64
6.31,21.44
0.67,5.6
8.99,29.37
8.06,19.86
3.95,9.3
4.76,17.32
2.94,6.78
7.35,14.01
5.08,13.25
8.6,30.58
6.95,16.53
8.95,24.41
1.16,15.07
9.8,22.16
7.73,21.75
5.32,17.77
2.86,12.23
6.62,21.82
3.12,18.68
6.43,22.89
8.05,26.17
0.1,8.73
8.42,31.9
5.21,14.76
6.6,24.73
0.4,5.18
0.58,9.15
5.17,17.73
9.82,23.52
1.95,6.51
2.27,5.45
5.58,19.09
9.37,32.52
3.46,3.7
2.5,14.13
4.97,16.91
9.26,25.2
6.28,20.13
6.92,25.01
8.63,17.51
2.25,4.32
2.9,12.14
0.79,1.24
4.15,16.73
4.4,14.61
0.08,8.24
2.85,13.1
9.98,36.07
6.05,25.85
1.58,7.84
6.09,18.74
5.44,19.11
0.26,4.08
0.71,4.47
9.08,26.12
7.44,20.38
9.28,35.75
1.75,11.41
4.06,13.03
8.64,34.19
4.93,13.07
3.95,23.28
2.57,14.93
9.35,24.69
6.3,20.92
7.93,24.13
0.96,-4.62
6.99,17.48
7.37,22.64
1.94,10.29
6.69,23.61
9.36,26.32
9.9,35.63
1.67,3.04
2.56,11.98
6.74,26.73
0.59,6.23
7.95,26.82
0.59,9.37
8.82,29.08
1.25,7.75
1.11,7.7
6.31,28.08
8.15,24.42
2.74,12.52
5.35,15.88
7.29,27.12
0.59,13.9
3.53,5.49
8.63,20.92
5.52,18.12
8.61,30.91
9.62,28.92
9.94,32.02
1.89,9.05
8.62,25.03
8.12,26.71
0.22,1.96
4.23,17.53
4.72,8.78
4.72,16.79
4.76,17.28
0.53,0.06
0.31,6.26
8.48,32.51
9.43,29.27
4.53,15.65
1.95,10.5
7.33,14.98
9.52,22.04
2.81,15.7
7.69,30.51
1.55,10.7
4.57,9.43
3.11,16.02
5.3,21.33
6.27,15.54
5.2,13.99
4.39,20.12
0.78,6.81
3.54,13.48
7.77,25.09
9.39,34.35
9.5,31.38
2.18,3.35
7.45,30.81
8.03,22.06
1.02,-1.31
2.58,11.33
8.38,23.55
6.96,21.28
3.48,14.02
6.28,14.77
5.9,20.41
1.97,9.27
5.84,11.96
3.66,12.84
2.73,8.53
5.22,15.04
7.17,15.55
1.14,9.61
0.96,15.66
3.86,7.27
5.1,12.44
1.79,4.3
1.88,13.36
0.42,-6.91
9.73,23.91
5.07,22.23
0.3,3.92
4.37,17.7
0.39,9.52
5.46,17.07
1.11,12.52
0.8,12.95
0.43,8.67
6.69,24.3
3.73,2.42
3.05,20.22
4.71,12.91
5.2,14.25
5.18,11.04
7.58,23.39
5.29,21.27
1.21,3.1
8.35,28.3
1.35,8.89
5.96,11.59
2.51,9.46
8.33,23.71
3.09,9.24
8.49,24.48
4.0,14.1
3.53,10.57
7.35,28.38
6.91,19.41
1.0,-1.0
6.13,24.81
3.8,16.55
7.68,17.77
9.67,25.86
2.12,-0.01
8.16,20.12
4.85,13.84
5.13,16.9
8.48,35.66
2.77,14.42
7.12,24.24
0.32,10.23
5.05,23.61
9.67,21.97
3.12,11.57
1.82,10.87
8.44,30.58
4.62,11.86
6.41,16.6
6.39,19.44
5.85,21.72
2.44,3.96
4.74,23.34
4.12,15.84
7.96,25.71
3.52,16.82
9.83,34.33
8.38,17.44
5.77,13.18
8.33,15.97
2.43,9.49
9.48,22.76
6.38,10.41
2.77,13.59
2.4,15.39
9.76,35.2
4.02,16.62
9.42,29.22
0.66,12.43
7.91,33.52
1.09,12.47
6.82,21.36
7.96,30.76
9.01,27.88
5.56,15.31
5.31,15.78
6.54,11.04
7.89,29.54
9.66,25.44
7.69,21.57
5.98,21.14
1.83,12.27
7.65,8.46
4.64,13.02
8.96,23.63
3.47,21.32
3.04,7.83
4.05,15.37
7.16,19.96
3.6,7.39
3.09,16.24
3.89,15.82
8.49,25.64
4.25,14.42
7.96,21.02
4.79,17.37
3.86,10.18
3.27,9.68
6.22,20.54
0.38,-4.14
6.02,18.42
6.71,18.71
7.56,19.07
6.52,25.74
6.32,16.29
6.99,21.67
2.7,6.65
9.22,25.85
8.54,19.46
9.75,21.0
5.59,24.69
8.76,25.38
2.49,7.24
5.79,18.52
2.74,10.63
1.01,-1.31
9.17,28.72
9.03,24.89
1.46,11.34
5.17,18.85
2.77,14.54
2.59,9.51
3.19,7.9
0.5,12.95
3.18,11.85
9.9,28.49
4.76,16.62
3.13,13.33
3.76,5.8
6.68,18.34
0.2,5.93
3.1,15.0
9.02,34.6
3.23,4.37
3.39,13.82
7.35,25.44
4.3,10.87
3.83,6.87
4.27,13.15
9.5,22.46
6.06,22.82
1.11,0.88
9.95,38.38
7.26,15.26
3.43,6.99
5.22,19.37
0.06,12.74
4.85,19.6
2.54,7.08
8.5,26.24
4.3,17.66
8.09,19.51
9.43,22.37
9.69,22.44
9.15,29.73
8.86,21.26
0.21,7.92
4.41,12.14
6.75,21.7
6.22,8.98
5.69,12.87
4.77,29.04
0.53,7.39
8.79,28.44
7.02,21.38
7.91,22.22
7.27,14.23
7.68,18.05
8.98,24.85
0.03,9.4
7.51,19.97
9.34,28.38
6.45,12.79
6.81,21.73
1.49,7.73
2.66,8.24
0.51,1.75
5.49,28.75
2.16,14.06
1.13,16.63
4.93,22.06
4.18,16.16
5.8,20.64
4.69,17.92
5.85,23.18
2.2,18.41
5.84,14.87
5.78,21.24
2.71,4.66
5.44,10.73
0.58,8.64
6.9,15.45
5.4,20.67
0.1,6.22
2.96,10.12
1.49,6.18
1.86,16.57
4.43,9.73
7.76,20.96
9.64,24.93
7.43,22.47
7.71,25.59
6.18,24.64
7.17,19.28
0.52,6.19
1.8,12.62
6.43,13.86
4.64,16.3
0.52,5.38
9.66,26.3
8.87,24.89
4.43,5.28
7.49,26.83
6.93,15.83
5.57,10.41
5.53,12.69
3.51,16.31
6.37,13.98
4.96,17.0
9.8,25.89
9.93,37.94
3.86,9.37
8.58,28.01
6.74,15.09
8.09,19.56
4.45,6.59
5.97,19.8
7.82,31.37
9.93,27.83
4.2,10.22
7.32,23.81
2.74,7.92
1.33,13.4
3.16,15.74
8.42,23.74
6.47,23.65
9.99,29.49
1.85,6.24
9.46,26.56
2.23,7.92
8.45,20.69
4.3,15.61
3.89,12.0
0.52,7.91
6.97,19.75
6.03,11.99
3.53,10.6
7.32,24.16
6.69,20.08
3.31,8.51
8.44,18.23
6.85,19.61
4.41,8.34
4.33,14.9
7.95,24.81
6.44,11.32
9.64,36.1
1.36,5.01
7.82,24.47
7.99,19.01
9.12,31.07
6.19,29.76
6.75,23.22
7.37,20.12
9.85,30.32
6.86,23.37
2.88,11.68
9.81,21.6
9.65,26.16
2.59,10.62
1.63,3.68
0.12,11.85
8.98,23.32
2.43,12.65
2.22,7.36
2.26,18.43
8.12,37.94
6.99,24.28
6.59,27.96
8.64,19.94
9.85,39.65
9.82,19.65
3.92,15.16
1.72,7.41
8.81,28.33
7.72,29.21
7.35,20.02
9.46,36.12
1.98,2.11
5.29,9.14
8.49,29.59
0.31,6.51
3.62,14.0
9.7,34.14
4.34,18.54
9.6,32.63
2.45,16.23
7.61,28.84
3.52,11.48
0.39,4.58
6.87,16.2
2.37,5.1
5.8,10.18
1.17,1.36
3.43,16.45
4.99,14.54
5.81,12.62
1.85,14.18
2.33,13.51
1.87,6.57
3.16,12.42
8.67,34.45
7.47,25.31
7.32,26.62
3.21,17.56
5.36,18.41
5.79,17.99
1.68,10.97
0.93,1.47
6.03,21.86
9.56,27.35
2.22,5.99
5.56,15.63
0.63,7.87
1.02,6.09
5.34,17.54
6.67,19.57
5.99,21.58
7.06,25.15
6.17,18.38
7.68,28.56
0.07,-0.65
1.75,10.88
7.82,25.11
9.14,24.61
7.1,13.4
3.16,20.26
4.09,20.44
5.03,18.12
8.5,28.29
7.2,19.16
2.08,9.98
6.03,22.94
9.96,33.2
3.86,13.69
7.2,14.91
3.95,15.88
2.3,9.87
0.91,6.97
2.76,4.78
5.11,16.16
8.26,26.19
0.97,1.66
0.94,17.15
1.35,-6.99
8.49,22.21
8.68,27.64
3.51,10.59
9.85,24.7
6.4,22.59
2.67,14.6
6.35,21.57
9.78,30.51
7.78,27.14
8.34,21.63
9.77,30.0
1.8,4.28
0.75,0.99
0.77,9.4
5.77,14.44
4.03,5.25
8.37,19.33
1.04,0.05
9.47,23.69
2.21,-0.77
4.16,18.44
3.37,9.48
5.72,28.01
0.25,2.01
4.99,19.8
5.54,14.55
5.65,24.22
6.26,12.31
4.04,6.89
6.4,21.1
6.8,24.6
6.14,17.93
5.21,15.61
7.08,18.2
3.48,13.11
4.33,21.15
8.52,26.78
9.92,30.04
0.22,-4.35
2.38,1.81
5.45,20.25
5.79,19.59
6.67,22.09
2.78,6.2
6.32,23.46
5.92,17.5
5.86,14.13
6.58,20.48
7.5,20.95
1.37,6.42
3.04,10.02
3.06,12.91
0.66,3.55
9.98,44.19
4.22,14.15
6.21,25.13
2.49,15.15
7.02,29.37
4.73,24.14
0.15,5.74
7.9,25.82
4.04,15.12
9.49,31.75
8.14,23.49
2.71,22.81
8.17,19.86
6.09,21.49
0.16,13.62
1.73,13.03
8.66,31.38
1.98,11.94
2.35,11.47
9.08,30.18
8.19,27.61
5.31,21.59
3.07,18.43
7.68,23.33
5.41,15.32
1.98,6.12
5.29,20.17
6.31,20.96
5.72,22.15
6.96,17.68
8.09,11.79
9.04,35.81
6.05,26.73
8.53,29.16
9.53,33.13
6.83,28.91
7.82,19.54
9.54,23.67
0.16,10.13
3.53,14.82
4.52,16.8
2.33,14.19
2.25,9.0
1.78,11.76
1.89,24.35
9.4,21.27
0.33,2.99
6.95,25.47
5.65,22.57
7.29,23.05
6.38,22.9
2.83,9.92
4.13,-0.75
7.42,20.1
8.33,18.7
6.65,21.31
4.17,12.95
8.47,23.23
7.82,19.06
7.93,20.8
4.76,16.98
7.16,16.27
8.18,32.47
0.56,3.99
8.39,29.02
4.03,15.43
8.2,18.33
8.58,25.73
5.13,20.65
0.84,12.61
5.43,15.96
9.62,29.43
8.65,31.18
8.69,28.11
1.99,7.06
9.95,22.99
5.93,18.65
7.17,12.26
7.26,18.22
9.78,24.63
6.75,13.56
0.4,6.16
1.5,-1.26
0.47,7.6
6.78,12.59
2.85,8.22
4.11,9.29
2.29,12.96
2.46,3.46
8.06,21.09
0.95,6.89
1.43,6.29
1.31,11.45
6.93,23.08
6.74,23.15
6.79,15.86
5.85,25.18
3.91,13.31
3.79,12.22
2.81,10.48
8.63,14.93
0.39,8.93
6.17,15.65
7.23,25.53
9.09,31.01
4.45,11.73
3.99,12.63
0.71,2.28
0.21,2.31
5.88,19.25
2.61,8.37
2.13,12.76
3.74,15.79
9.07,20.55
9.07,29.2
0.13,1.84
6.18,22.77
1.77,6.41
3.58,15.62
6.02,16.05
4.22,10.36
1.46,8.03
9.41,29.84
2.79,8.64
3.04,2.75
6.09,25.32
4.39,13.9
3.54,15.5
6.95,11.62
6.25,18.59
5.42,20.65
0.12,7.46
0.43,13.3
7.53,16.36
5.68,19.42
4.64,8.0
9.89,29.29
2.02,13.0
5.77,20.32
6.71,11.24
7.87,16.01
3.44,6.99
7.84,22.61
4.09,6.21
1.71,7.88
5.64,18.7
2.4,16.62
1.35,4.45
1.75,9.76
7.58,22.45
1.9,19.67
9.56,19.28
7.01,23.45
3.18,10.08
9.6,28.43
5.87,22.13
7.53,23.74
4.48,20.22
2.24,10.4
4.78,14.67
6.06,18.62
2.59,15.8
6.36,18.3
5.34,7.64
8.89,27.81
9.05,24.76
9.23,25.02
0.89,10.4
6.4,21.13
9.39,26.5
0.08,5.06
6.81,14.59
2.89,16.64
8.72,39.88
6.11,14.23
5.79,11.46
0.03,6.49
9.79,26.74
6.92,15.25
3.1,15.2
7.76,21.1
8.66,20.55
2.77,8.08
5.69,17.13
5.15,8.98
8.6,26.24
3.16,10.85
4.25,14.11
9.03,31.56
2.71,9.4
5.42,18.19
2.82,15.83
3.71,11.04
2.86,14.23
3.5,9.44
6.84,19.97
7.18,32.66
3.37,13.07
6.03,17.68
2.28,0.1
3.67,17.99
3.06,12.37
2.86,20.02
2.23,7.41
1.23,7.72
2.01,8.19
8.18,26.03
6.25,24.04
7.21,20.19
1.05,5.85
4.45,10.41
8.69,27.0
7.35,34.07
5.64,22.73
2.82,19.56
2.82,17.65
0.37,9.59
4.13,12.81
6.13,20.38
0.02,5.99
8.14,28.02
3.03,5.98
4.99,18.28
5.94,24.16
7.18,23.17
2.75,9.38
2.84,15.5
3.91,7.07
1.59,-2.24
7.47,15.94
3.58,9.78
1.64,8.17
1.13,4.54
0.19,6.77
4.31,14.27
2.17,13.22
8.5,30.9
1.01,7.49
6.35,21.61
0.56,3.69
7.5,24.25
0.43,2.97
1.32,12.37
0.96,8.34
1.2,-2.42
9.24,16.73
0.47,7.0
0.67,2.3
5.55,16.81
5.81,29.5
1.75,10.31
9.52,23.62
7.94,14.6
9.14,24.82
9.1,31.93
1.52,19.13
8.69,28.75
3.63,8.05
9.98,23.6
1.68,3.64
9.84,30.7
5.12,23.02
6.09,21.62
7.47,29.9
0.16,3.51
0.86,9.67
5.95,10.56
0.47,13.91
2.47,-0.72
8.04,24.97
0.75,5.77
3.29,3.01
5.42,24.19
0.37,15.29
6.57,19.93
9.24,25.11
9.62,32.8
5.84,21.12
8.19,25.09
6.65,32.44
5.54,17.3
1.32,11.81
2.43,15.91
6.82,22.0
9.46,27.57
0.11,-1.94
4.37,17.54
1.68,6.61
7.86,28.17
5.38,15.86
7.56,26.9
7.45,29.48
3.0,7.1
4.03,8.01
6.3,18.38
9.3,31.81
9.58,27.75
5.51,22.54
3.91,19.1
1.87,8.13
1.47,-3.65
0.11,0.12
6.01,10.88
1.01,9.32
3.95,6.8
9.87,24.32
8.12,28.88
3.49,21.04
6.66,29.25
4.39,22.25
9.21,30.52
4.31,11.71
2.47,10.44
5.59,16.36
2.72,8.75
0.95,10.84
0.52,-1.0
2.61,10.06
4.81,14.17
7.79,27.97
8.61,16.73
9.92,28.68
8.96,29.62
9.37,18.81
8.28,19.09
2.92,4.79
4.52,10.96
1.83,14.8
6.17,21.68
5.38,10.58
1.49,10.12
9.58,33.92
9.0,20.14
7.98,20.37
7.75,24.38
8.97,14.2
2.47,2.17
6.48,22.17
4.07,6.61
8.02,27.6
7.53,21.89
3.29,13.48
8.14,31.38
9.2,23.25
0.4,3.26
6.84,23.94
1.44,2.58
2.41,9.35
3.44,15.9
8.96,31.78
4.35,15.59
2.69,3.39
2.74,6.55
6.99,20.64
9.21,29.18
6.0,15.67
0.34,17.48
0.46,1.55
9.04,20.03
1.07,7.73
1.93,15.06
3.43,14.22
8.24,26.65
0.1,1.29
5.94,24.61
1.02,3.13
0.59,2.91
1.53,17.59
0.27,13.77
4.22,11.41
7.97,25.73
1.23,-3.05
1.93,4.34
6.51,18.88
3.82,12.72
5.37,14.68
5.3,10.57
1.53,8.64
0.48,3.89
2.86,20.08
7.45,27.88
6.87,15.56
7.75,23.11
8.98,18.87
8.66,19.61
2.25,14.44
8.17,28.22
8.27,26.06
3.33,14.05
4.12,13.99
8.92,27.92
7.71,22.12
8.3,23.15
2.31,10.12
2.03,7.55
9.13,28.23
5.74,18.03
0.36,-1.79
9.01,28.35
4.79,9.66
6.39,11.96
3.22,8.22
4.41,13.02
3.67,13.92
5.01,12.93
7.4,26.57
7.38,19.54
2.82,6.5
8.46,22.11
5.66,15.44
6.39,17.39
5.62,15.8
4.07,15.75
8.27,21.57
9.6,33.76
6.96,24.6
3.4,13.83
8.42,22.54
2.96,5.63
1.48,8.58
2.15,8.7
2.53,0.63
0.8,2.94
2.76,3.93
0.08,-0.97
0.9,7.23
8.27,30.26
3.75,21.84
3.48,19.28
9.31,29.44
0.52,6.96
4.45,2.44
4.35,14.99
1.43,13.87
6.6,16.3
3.73,15.92
2.01,15.79
2.02,8.9
6.27,20.48
7.7,30.88
7.99,12.22
7.57,30.92
9.23,36.35
3.04,12.5
3.53,7.35
6.32,17.15
5.42,24.08
6.87,32.71
1.18,11.88
4.51,10.95
1.72,6.31
6.14,24.76
5.57,23.56
4.14,16.08
2.22,6.9
5.56,13.91
6.0,24.2
7.97,21.47
8.24,25.08
0.03,13.29
9.83,25.33
8.21,20.67
6.14,17.57
5.48,21.06
2.92,14.69
4.55,23.94
1.45,12.54
5.15,16.55
0.23,-2.51
2.5,-1.06
8.09,27.11
3.59,11.04
7.11,22.21
1.72,9.15
9.28,28.01
6.25,16.65
7.83,22.54
2.65,6.01
5.23,15.12
0.12,3.7
0.91,10.96
6.26,18.76
3.32,15.5
3.81,21.07
6.19,13.29
3.58,12.85
8.75,33.04
1.86,8.89
2.58,15.4
2.26,17.31
6.86,22.14
2.84,19.13
0.7,7.47
2.97,10.02
6.1,22.84
8.53,28.71
8.64,28.25
3.81,11.82
4.0,16.63
9.31,25.94
0.67,8.97
9.67,29.18
4.94,22.68
6.79,15.95
6.15,17.78
9.4,23.44
5.53,18.83
2.14,7.1
8.16,18.53
5.9,22.88
5.71,12.24
3.21,12.26
8.46,16.61
4.35,21.86
8.64,19.38
4.32,16.67
1.64,9.97
4.1,19.15
8.85,32.49
4.22,23.19
5.04,23.33
1.73,9.13
6.9,29.63
2.84,4.75
3.21,19.43
2.3,22.31
6.2,15.9
1.77,12.81
8.3,26.88
1.29,-3.22
1.45,12.12
7.51,18.67
3.64,11.87
5.72,21.13
8.28,28.27
7.05,25.05
3.56,16.96
0.25,-0.41
9.03,31.04
2.35,7.14
0.61,-2.0
9.85,33.75
0.61,16.41
6.57,15.82
1.98,9.8
7.68,17.19
6.13,19.47
3.64,17.87
2.14,7.69
5.15,19.76
4.62,16.54
3.09,9.02
6.75,15.49
4.95,14.63
4.77,17.68
4.02,12.29
1.13,2.67
2.75,7.76
7.73,22.54
9.25,26.53
2.98,9.78
6.17,10.81
0.73,7.72
1.12,7.23
0.86,4.11
7.33,18.9
6.38,23.54
5.98,14.7
9.27,27.51
8.25,30.2
2.12,3.79
4.03,13.73
6.12,19.35
5.11,7.03
0.19,14.76
5.03,11.46
6.46,16.15
5.08,23.04
8.66,15.68
0.01,7.29
7.49,18.09
8.13,33.5
2.58,6.2
2.04,9.96
2.29,6.55
5.94,27.86
2.35,2.01
7.49,27.4
1.69,9.04
6.04,16.93
1.45,4.27
6.2,8.76
2.35,8.76
8.81,26.02
8.91,23.85
7.61,31.79
5.14,24.49
1.43,0.28
0.09,2.43
9.65,25.89
0.31,3.51
3.33,3.1
9.04,21.07
6.64,12.4
6.34,12.39
4.21,14.29
8.55,30.63
5.13,19.63
4.95,20.41
7.23,22.23
8.67,28.61
7.14,32.83
5.58,16.83
1.29,-1.59
7.04,27.46
8.18,18.9
6.65,19.83
9.17,19.35
4.54,22.79
4.15,16.29
7.55,27.63
0.54,0.56
3.58,19.62
2.99,20.0
1.78,14.76
8.05,34.74
5.42,18.65
7.76,17.65
1.54,18.38
6.59,12.94
5.86,18.51
4.59,7.34
1.35,1.83
6.03,19.39
5.62,15.92
0.44,12.49
0.02,0.11
3.26,16.63
0.54,8.2
8.79,24.13
2.81,14.86
2.62,10.27
6.41,16.88
7.45,25.03
5.82,17.5
3.53,25.96
2.33,11.84
0.91,8.62
7.13,19.01
7.07,27.79
5.24,20.83
9.42,26.52
4.36,6.17
6.08,12.22
7.31,23.12
1.51,12.34
3.0,12.42
2.17,13.92
7.96,13.11
5.53,17.9
7.52,11.06
6.86,22.54
7.97,30.59
1.51,7.57
9.68,29.05
3.43,12.52
0.85,7.95
4.83,13.94
8.03,27.21
9.8,27.33
5.13,24.82
3.14,14.11
9.48,27.63
4.1,11.03
3.08,9.55
9.53,22.66
9.07,27.37
2.59,3.0
4.85,20.43
3.86,17.06
8.47,15.96
8.69,30.65
7.72,24.23
2.16,13.13
5.59,19.45
6.78,30.46
6.63,5.25
1.9,1.52
3.3,5.57
8.91,24.28
6.19,24.4
4.8,26.57
2.41,12.6
6.74,16.19
5.08,15.61
3.45,16.52
0.99,4.32
9.77,28.88
0.37,5.55
1.27,-0.37
2.47,7.32
0.95,5.34
2.32,9.14
3.66,12.69
2.88,19.28
3.27,12.5
3.18,6.06
4.9,7.13
7.33,25.7
2.73,7.75
4.58,12.5
9.1,17.87
8.35,29.84
1.66,6.76
3.61,18.73
1.98,12.61
0.04,4.48
7.29,22.21
1.71,5.34
3.66,14.32
2.99,14.04
9.8,23.71
4.11,7.67
6.44,23.87
8.02,20.57
2.12,11.79
5.67,16.47
9.26,28.86
5.52,17.14
1.33,6.59
8.15,27.34
8.83,25.92
6.08,24.64
2.78,13.26
5.56,24.61
0.21,-0.39
9.97,31.82
0.35,5.33
2.09,11.34
5.19,20.5
7.45,28.98
7.45,17.04
6.81,26.02
2.42,7.84
9.35,25.61
5.12,5.3
5.24,14.46
8.23,27.59
6.55,16.6
1.31,10.61
9.69,17.26
0.65,5.82
9.84,28.57
4.12,11.3
4.72,18.63
5.23,23.37
6.0,16.02
1.14,6.71
3.09,9.47
7.46,24.97
7.73,21.31
5.04,20.28
4.04,13.06
8.21,27.99
5.28,26.58
9.18,23.93
9.47,26.33
3.17,4.58
7.21,22.88
1.41,6.62
1.8,14.32
3.06,18.52
3.59,12.4
0.02,6.46
3.28,7.1
2.7,12.57
4.91,16.02
8.63,37.43
6.58,24.78
5.01,17.92
9.06,26.02
8.92,31.91
7.04,19.43
7.06,20.24
4.06,10.14
1.89,14.52
0.58,0.62
8.0,24.56
6.84,20.29
8.86,23.38
3.3,5.84
3.84,23.28
7.21,15.04
5.12,22.4
0.56,14.39
2.58,4.54
9.3,17.4
4.52,14.84
2.07,4.27
8.68,25.15
9.66,32.6
6.02,16.09
6.46,16.83
0.0,0.17
5.19,18.39
1.35,21.86
2.42,15.58
4.72,12.71
5.43,16.88
5.62,13.45
4.56,22.06
4.71,15.55
7.97,14.25
1.76,1.92
5.8,22.07
9.8,27.6
6.28,15.53
1.49,8.61
9.92,31.83
3.03,2.63
8.32,16.06
2.74,2.76
0.96,6.71
7.66,28.61
1.73,0.39
0.78,-3.29
4.88,21.91
5.57,17.24
4.16,14.64
0.69,3.99
4.15,14.28
3.48,12.37
4.2,2.8
3.49,11.66
2.69,7.14
4.87,22.6
5.79,18.48
0.25,5.35
3.17,13.54
1.2,13.94
3.13,15.16
0.07,-3.36
9.54,27.9
8.88,23.13
2.8,8.32
2.01,5.27
2.44,13.08
7.67,20.32
1.57,2.32
0.64,1.14
7.07,21.31
4.74,15.99
2.25,3.97
7.84,32.99
2.27,5.17
3.02,17.92
9.25,22.3
2.15,3.64
9.04,19.97
0.51,6.37
6.69,18.27
1.25,12.96
5.64,11.34
8.35,22.1
1.3,13.59
1.97,2.25
8.35,29.72
1.1,8.82
2.63,22.33
2.05,5.79
1.04,4.51
5.25,9.88
0.08,3.45
7.08,28.34
8.66,23.54
3.0,9.16
9.47,32.04
9.76,29.91
3.28,19.21
3.82,16.59
1.21,11.29
0.12,-2.76
1.52,12.01
4.29,21.79
1.33,9.09
0.91,6.53
0.92,4.55
6.56,18.8
6.71,21.79
2.0,9.77
2.66,11.36
8.02,30.27
0.89,0.35
2.56,13.37
7.25,31.71
1.25,15.35
8.1,19.79
2.03,7.74
8.28,21.47
9.25,26.41
7.87,19.05
7.28,30.75
1.61,12.12
0.27,4.18
5.62,11.33
2.65,10.64
3.63,17.27
5.11,22.11
3.11,7.73
3.2,16.93
5.4,13.16
7.44,29.7
4.08,12.05
4.9,17.73
7.23,17.96
4.52,14.88
7.11,27.89
6.75,29.27
4.93,18.55
6.52,21.27
5.56,23.95
2.5,16.59
4.46,21.11
7.58,25.35
7.62,24.12
8.29,15.3
3.37,7.78
8.17,27.72
5.5,16.63
8.11,20.72
4.78,20.84
5.33,16.81
6.61,21.96
1.08,6.38
8.5,21.81
0.75,5.93
3.85,4.96
4.88,19.55
8.66,21.45
2.95,8.56
1.96,4.34
2.6,15.53
0.86,5.87
8.93,24.28
7.49,21.15
3.61,13.58
6.06,19.08
5.34,21.04
5.28,21.29
8.34,26.34
5.53,17.79
3.55,11.08
4.95,12.77
3.63,27.09
5.66,18.83
2.35,9.87
9.23,34.47
0.98,7.04
1.97,-2.02
7.88,16.72
0.2,16.03
2.5,8.28
5.96,31.55
5.67,27.47
3.12,17.14
4.86,23.8
0.53,4.67
0.52,8.83
1.1,10.72
9.28,30.35
3.51,6.53
5.66,16.45
1.02,3.36
1.63,5.12
2.6,11.56
6.41,11.65
9.62,20.78
8.16,19.96
2.08,8.59
9.83,35.88
2.6,21.72
1.82,11.71
2.3,13.58
5.65,10.72
8.73,21.33
5.95,22.97
0.21,7.85
5.69,24.17
1.04,8.98
0.81,9.39
3.34,13.25
9.3,25.55
5.58,8.81
9.45,29.74
3.25,6.82
2.27,10.88
8.41,30.26
3.33,11.04
8.19,23.95
3.31,19.97
1.36,0.95
4.72,11.23
3.4,20.77
1.64,10.56
3.68,14.2
1.17,12.95
9.8,24.72
4.79,14.79
3.81,18.17
8.15,20.7
4.53,17.25
8.32,24.63
3.66,11.49
4.94,20.33
4.18,21.82
3.83,9.9
0.12,10.12
3.79,13.06
5.36,8.69
5.84,11.23
9.93,28.82
6.6,24.57
0.72,2.76
5.93,14.54
9.4,26.79
2.55,11.93
1.04,11.19
0.72,4.63
4.15,7.63
9.93,21.66
5.83,21.58
7.61,14.93
9.33,28.58
5.98,4.48
3.68,14.75
6.37,20.3
1.95,3.01
8.22,28.47
4.32,12.53
4.13,13.12
1.6,5.24
4.95,23.74
8.1,17.02
0.88,0.24
4.31,14.57
1.73,4.87
8.26,28.21
4.69,12.32
9.22,24.89
7.1,23.56
8.11,20.45
9.38,22.69
9.11,24.94
3.79,17.35
5.0,22.75
8.1,21.51
4.96,20.05
2.76,7.68
4.49,15.07
5.96,20.39
7.99,27.5
10.0,27.6
8.35,30.83
9.65,17.17
5.21,21.63
1.89,2.16
7.96,20.29
9.47,31.42
4.82,8.45
3.93,14.31
1.58,5.17
2.55,17.3
0.01,3.98
7.39,19.57
7.5,17.77
9.4,32.46
9.23,18.5
4.41,18.9
9.07,19.7
8.86,25.95
0.7,12.1
0.85,10.15
8.15,22.38
0.19,9.96
4.23,17.41
2.18,13.49
9.71,25.46
9.42,30.79
0.44,0.86
3.98,17.12
4.44,18.63
2.06,8.19
8.63,30.11
8.05,16.44
2.76,17.95
3.12,18.0
6.04,23.95
1.55,5.27
2.47,14.22
1.45,8.06
3.59,11.65
0.83,8.06
0.89,7.91
4.16,6.34
0.16,5.7
2.18,10.48
2.17,13.17
2.73,16.5
7.43,28.07
5.53,26.81
7.74,20.27
5.99,22.9
5.06,25.29
5.3,22.55
1.36,8.61
1.8,6.95
1.82,4.08
8.51,30.36
9.78,28.77
0.29,8.68
1.68,12.05
7.95,26.14
6.35,22.09
0.12,6.04
9.85,21.45
4.32,19.83
7.15,21.9
6.06,21.44
8.79,36.01
2.04,16.83
1.73,15.31
2.36,10.72
5.05,20.21
2.59,10.39
1.47,12.22
8.9,26.35
3.9,19.52
8.66,24.52
2.64,0.78
2.82,11.25
0.37,4.88
8.73,20.81
7.0,24.69
7.2,43.57
6.48,12.7
1.09,17.09
3.11,10.15
3.03,7.84
7.92,29.43
5.67,26.8
8.56,17.86
6.59,22.28
5.09,22.65
1.08,2.59
9.8,30.0
6.04,13.21
8.22,27.23
9.16,24.82
5.25,7.24
