X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,y
5.85,2.34,1.0,1.26,3.87,5.08,1.46,0.8,5.37,1.64,5101.14
8.87,4.95,5.85,2.92,3.37,3.14,3.96,2.1,1.02,4.07,-89713.64
1.27,3.65,3.24,1.27,0.26,6.45,9.53,7.47,8.69,0.01,-84636.16
2.67,2.03,1.98,7.61,6.06,2.38,4.33,9.78,5.55,9.75,-382571.53
6.22,9.08,4.52,4.0,3.58,7.62,1.94,2.13,2.89,5.93,-207804.01
0.23,0.91,8.6,0.82,9.3,9.63,0.94,8.91,6.81,1.5,739288.28
7.2,4.12,3.28,8.87,0.69,0.7,1.9,5.16,2.62,0.84,-291661.67
4.97,4.53,1.05,8.47,6.5,3.8,4.27,4.76,8.82,6.97,-322705.08
4.82,5.73,7.17,1.2,0.48,4.76,8.71,5.09,4.19,4.97,-122250.5
3.94,6.51,3.1,9.27,8.14,8.29,8.81,8.25,0.82,6.75,-126206.48
1.34,7.42,1.89,7.24,1.58,10.0,9.74,1.81,6.62,9.07,-182467.48
7.98,0.55,7.11,5.49,0.87,3.35,5.25,0.58,9.69,2.51,-193294.98
5.83,1.18,1.02,6.92,4.38,5.68,2.15,7.27,6.81,7.69,-177985.74
8.14,1.13,9.92,3.59,1.9,9.87,3.69,2.48,6.3,9.35,-64267.3
7.2,8.11,6.73,2.54,3.06,6.87,2.07,9.32,4.23,1.88,-1249.22
5.79,1.87,6.51,3.52,7.41,3.93,9.59,3.83,6.02,4.41,-46227.5
4.71,7.19,9.28,9.52,5.12,0.14,3.46,2.37,1.35,3.99,-519774.13
9.95,9.72,5.15,7.34,2.74,4.39,6.96,4.27,8.0,8.26,-849195.13
0.39,0.96,7.32,2.43,7.29,0.84,1.55,1.57,2.84,4.75,59310.89
1.7,6.76,9.0,1.76,6.43,4.25,9.25,9.71,0.5,4.14,-10054.98
6.23,5.76,8.41,3.87,3.58,4.35,4.32,2.23,6.13,4.47,-96942.13
8.27,7.6,6.18,5.53,8.72,4.74,3.31,4.79,5.32,2.34,45834.86
3.9,9.85,8.4,0.2,2.0,1.36,6.83,7.21,5.27,6.67,-506597.09
7.55,3.9,4.04,0.02,0.79,5.97,5.69,4.48,0.23,7.14,-102425.05
5.27,6.26,3.19,1.92,8.5,4.72,4.15,5.97,5.63,5.64,136051.66
5.4,4.75,6.8,0.54,5.99,8.06,5.71,3.18,7.65,0.96,118603.84
8.34,2.76,2.64,8.18,9.13,2.65,3.84,6.67,9.34,4.65,-17489.44
1.83,5.08,8.22,9.9,7.43,2.27,9.04,2.29,6.22,5.76,-535318.05
4.36,7.54,0.52,3.08,4.9,5.73,6.01,7.45,7.38,7.74,-216358.33
1.81,7.72,3.34,1.92,4.53,5.18,6.0,4.84,5.46,5.27,-133712.79
1.78,3.6,5.36,0.73,6.92,8.28,7.1,5.37,7.26,5.82,163524.59
0.74,6.2,2.07,7.93,1.54,8.37,4.72,6.89,3.28,7.56,-113821.44
9.7,8.52,6.78,0.61,4.91,1.74,0.54,1.99,4.45,0.99,-297622.47
8.56,6.97,9.02,9.88,5.52,5.24,5.95,4.62,9.11,6.1,-725731.48
8.12,5.55,7.36,9.57,6.68,6.65,1.77,4.67,8.14,7.02,-486181.88
4.72,4.46,5.47,6.94,8.56,5.52,6.78,2.06,9.83,9.92,-479694.49
5.58,8.52,6.86,5.85,9.27,9.94,9.37,9.07,9.09,8.41,224985.53
7.41,0.45,3.79,4.88,9.58,8.47,9.5,2.25,2.14,4.0,419252.08
5.51,3.17,3.7,3.46,6.96,7.71,5.09,2.58,5.43,0.5,177026.37
4.57,3.07,4.43,5.91,0.17,7.84,5.51,3.39,1.44,2.67,85895.6
6.26,6.07,3.07,4.77,5.47,2.87,3.15,8.92,2.47,7.1,-38044.35
6.44,0.73,9.88,0.66,6.62,6.38,4.81,2.24,5.92,4.07,-6863.27
2.81,1.3,5.59,7.52,2.87,8.42,2.29,3.52,3.48,6.79,-6002.61
8.19,5.22,2.41,9.86,4.19,3.24,5.63,1.73,8.75,0.16,-576209.07
4.16,2.97,2.08,1.85,0.38,3.36,2.5,3.54,3.65,9.38,-365321.41
3.84,0.95,1.55,2.29,3.56,9.78,7.76,5.38,5.35,4.09,369967.02
8.35,4.43,0.4,1.29,9.14,8.52,9.29,4.44,5.83,9.43,-29954.42
5.33,5.59,6.69,4.66,5.83,0.46,7.92,6.87,3.61,7.35,-156341.24
9.04,1.91,0.86,2.3,4.94,8.18,0.15,0.06,2.26,0.85,113802.55
5.47,9.9,5.13,7.47,4.02,9.79,8.46,7.13,8.93,6.38,-274756.87
0.78,1.3,3.88,0.52,9.3,3.26,4.81,2.94,8.59,9.5,-130444.16
9.97,6.03,1.42,4.39,2.12,4.44,5.19,5.72,0.23,2.55,-144993.27
0.31,5.64,4.51,3.72,1.17,4.95,2.6,6.26,6.69,0.6,-21190.36
9.33,3.67,7.38,8.87,2.74,8.24,4.37,6.43,1.26,4.92,-196936.93
2.01,6.58,3.21,2.98,0.05,8.62,4.58,9.36,3.61,0.42,282676.54
0.22,6.02,1.91,7.13,1.82,4.96,8.86,3.72,6.39,9.09,-515940.33
0.68,3.49,5.27,6.67,5.69,5.78,5.09,2.99,4.45,9.26,-367904.64
1.54,2.23,4.78,4.4,3.78,9.33,3.36,5.34,4.63,5.3,299039.85
2.4,6.96,6.28,4.64,3.85,1.75,9.71,9.46,0.5,8.27,-276212.75
5.7,9.72,5.28,5.48,6.06,4.39,1.33,2.25,9.63,4.18,-482693.89
7.32,3.03,1.68,0.5,6.96,1.83,9.28,2.38,9.08,1.26,-123826.64
9.27,4.37,6.48,5.69,9.32,1.85,0.43,5.94,8.89,8.25,-57912.18
9.18,0.94,0.95,3.99,1.81,6.27,1.18,7.46,7.75,8.52,-260229.85
0.61,4.49,8.64,3.59,1.61,3.16,7.25,4.21,1.19,4.41,-90608.56
2.35,8.27,5.39,1.85,8.04,8.25,7.83,5.92,8.33,6.67,3679.99
7.59,6.34,0.76,4.99,7.58,3.93,6.21,8.63,1.57,8.7,-159106.5
2.47,6.22,8.82,5.47,5.65,8.48,4.68,8.67,3.44,9.88,-278515.71
8.61,2.62,5.11,8.72,1.69,2.36,0.6,2.54,1.04,8.1,-482516.87
8.98,5.69,7.93,0.3,8.22,6.7,0.96,1.85,9.23,3.68,23485.12
4.0,1.74,9.79,8.09,3.0,9.21,4.9,6.56,2.15,3.72,69497.22
2.0,9.44,2.53,1.61,3.47,0.08,8.06,9.04,2.62,4.06,-275297.03
1.42,4.5,3.87,3.46,3.9,5.89,4.58,0.27,9.97,7.85,-257026.85
1.98,6.76,8.77,0.35,6.18,9.15,8.38,8.77,2.2,5.87,220317.8
1.24,5.94,1.39,3.72,9.14,8.36,0.67,7.79,2.54,2.48,491830.76
7.75,5.77,5.57,3.71,2.55,6.19,3.15,1.36,9.28,7.02,-205501.21
9.14,7.12,7.89,2.16,3.48,8.23,8.25,6.98,0.97,5.66,-64842.25
2.6,4.95,4.83,2.66,4.7,2.69,4.5,9.03,2.51,1.68,92689.61
3.12,1.98,3.27,8.67,2.72,3.95,4.5,2.09,8.43,9.55,-691004.15
7.74,7.83,2.74,4.11,7.51,5.26,3.32,6.93,4.6,5.46,-45240.67
3.81,7.56,7.82,7.82,0.57,6.11,4.79,6.72,0.39,0.36,-225974.54
2.3,5.81,6.75,9.1,3.84,9.52,4.49,0.61,0.57,2.82,12877.57
3.96,5.6,5.37,6.96,3.36,1.5,2.07,7.47,5.17,5.07,-96752.54
2.38,6.67,0.35,2.53,1.56,4.01,5.6,3.56,6.02,4.25,-81459.89
8.52,4.82,9.67,2.18,5.61,7.7,1.06,4.71,3.12,3.13,14168.88
6.81,3.31,4.29,4.24,5.12,4.09,5.39,0.13,5.26,2.32,-19904.27
9.01,1.57,0.98,0.48,0.57,0.06,8.51,8.98,5.46,7.0,-122851.09
6.69,7.42,5.23,0.01,7.58,8.24,7.58,1.33,8.51,0.28,77486.75
8.27,4.05,7.91,9.64,0.84,4.33,5.51,4.73,2.74,8.37,-689942.91
3.76,4.82,5.51,3.86,1.66,7.44,7.72,4.22,3.66,9.19,-286250.94
7.81,3.61,0.18,4.64,8.79,0.45,2.37,8.5,7.8,2.34,231786.41
4.56,6.6,1.15,0.29,1.77,3.83,8.58,0.28,5.87,0.27,-129016.63
0.57,3.92,9.66,2.74,4.43,6.99,8.38,8.23,6.77,7.72,-146442.37
6.52,9.48,7.31,8.23,5.77,8.21,2.59,9.34,4.49,1.24,-232064.25
5.47,1.2,5.43,0.53,1.0,9.62,4.97,1.19,8.39,3.7,308397.81
1.66,2.13,5.58,5.14,5.21,7.29,1.23,4.39,5.39,2.41,83106.63
2.71,9.17,2.2,4.46,1.4,0.11,3.57,7.45,8.01,6.85,-377204.27
7.37,4.83,0.53,6.16,8.28,9.49,2.76,9.16,5.49,6.34,501735.18
5.9,8.84,2.72,0.57,5.94,9.14,8.63,5.64,9.81,6.65,-157979.73
6.8,3.89,7.6,8.63,5.99,4.89,2.4,6.53,1.26,8.01,-382484.62
2.7,1.48,9.35,0.6,8.03,2.92,2.16,9.51,2.38,0.7,225604.77
8.6,4.96,4.67,9.24,0.7,6.92,6.01,4.21,2.85,7.3,-442954.81
8.71,0.82,4.53,4.61,3.11,7.72,1.05,7.95,4.46,4.21,101006.76
0.63,4.95,9.56,4.52,7.63,7.0,9.96,0.3,9.59,4.74,-146819.93
6.61,8.89,5.12,1.24,6.22,8.85,7.64,0.23,0.53,3.36,-8338.37
5.77,8.13,7.64,0.86,1.88,9.89,9.13,2.97,9.23,8.34,-127136.0
3.71,6.29,0.05,6.36,4.17,5.43,8.84,6.39,9.51,5.0,-245318.62
5.72,4.43,2.09,4.71,4.69,9.43,8.67,2.87,9.51,0.26,161951.59
3.41,9.71,0.61,5.23,2.53,2.9,2.61,5.82,1.59,4.57,-395330.62
4.19,4.6,9.52,0.33,4.51,4.38,7.31,0.28,5.03,0.32,-97308.11
7.09,8.86,2.32,8.12,1.85,6.96,9.97,5.88,1.27,2.2,-482781.39
0.97,5.95,8.11,4.84,9.99,0.05,7.89,6.22,7.89,8.55,77793.89
2.89,3.63,9.33,0.66,9.6,9.9,0.2,9.08,1.76,0.69,858653.17
2.61,0.88,5.05,5.01,0.96,5.02,8.57,3.38,9.99,3.27,-197405.17
2.66,9.24,7.65,2.55,7.65,8.86,0.24,7.23,8.81,3.63,14590.06
4.18,7.89,1.32,3.53,0.9,9.24,0.77,6.79,3.47,2.07,193713.04
6.08,5.86,1.84,8.28,8.28,2.06,0.24,3.42,5.47,0.61,-59945.87
9.87,2.47,3.33,9.29,6.33,1.82,9.48,5.77,3.62,1.73,-492257.91
7.0,9.54,8.12,7.88,4.5,3.92,3.34,1.99,9.08,3.4,-614747.36
4.29,8.56,7.83,7.53,5.04,4.53,4.75,1.31,1.21,0.81,-332635.61
5.21,7.48,6.42,3.94,3.93,7.95,5.73,5.84,0.93,3.53,22630.18
4.23,1.76,7.8,6.17,5.47,8.27,3.04,7.93,6.58,7.52,38423.13
8.67,5.85,2.46,0.65,0.19,0.05,5.93,2.34,6.57,2.53,-114492.81
4.58,9.82,0.01,2.78,4.97,7.81,8.32,5.84,6.9,0.26,-318025.29
0.24,2.9,9.93,1.35,5.5,0.31,3.05,6.8,8.37,2.27,-89951.02
8.08,7.5,6.17,4.0,9.21,8.02,8.24,6.11,8.34,8.18,19927.32
3.17,3.13,9.1,0.07,8.75,3.88,8.13,4.58,8.52,5.94,38320.09
2.92,7.11,3.89,5.38,5.84,7.3,0.82,1.62,5.09,6.93,-67801.44
5.27,0.87,8.94,3.22,3.77,8.86,8.02,7.37,6.77,6.57,104518.03
0.28,8.28,9.79,9.84,7.32,1.52,3.64,7.5,4.78,3.82,-566977.79
0.22,7.29,3.37,0.03,1.44,2.6,2.17,8.54,0.8,9.09,-327841.45
7.5,4.53,4.65,0.26,0.22,2.54,4.24,1.86,9.53,4.54,-150613.74
4.98,6.43,9.18,1.21,6.44,7.97,1.15,5.28,1.58,8.18,-93927.6
3.52,5.41,4.87,4.48,9.54,7.13,9.62,3.94,8.07,2.54,256550.37
5.73,8.89,7.06,4.0,7.25,4.3,0.96,6.3,4.28,7.19,-261844.57
9.23,7.0,4.65,5.76,2.85,7.26,2.99,7.89,8.0,2.13,-83938.09
1.76,4.13,7.53,3.83,0.22,2.78,6.29,6.93,7.96,8.44,-279679.67
4.4,7.51,0.82,1.98,1.76,0.19,0.04,4.04,1.33,3.32,-110003.68
8.31,1.34,3.88,3.18,0.59,2.87,4.67,7.49,6.73,1.42,-29446.11
2.77,5.28,5.58,1.71,7.41,4.31,1.59,0.38,9.92,0.71,-36927.39
6.86,3.66,4.59,0.54,6.62,9.97,4.93,4.71,7.21,4.86,449819.18
1.55,0.75,3.79,5.85,3.68,3.89,3.39,8.54,7.41,3.08,16842.66
2.91,9.33,5.97,2.93,1.48,9.63,5.23,7.37,1.88,4.01,90784.04
1.62,4.58,9.02,0.99,9.71,7.57,4.95,8.74,4.39,4.07,523494.99
3.42,4.76,4.03,4.43,1.43,4.26,7.83,5.04,1.63,8.72,-309339.72
2.62,5.16,0.77,2.23,2.23,4.77,2.21,5.85,9.4,1.63,-88216.5
2.44,5.51,6.15,7.88,7.05,3.01,6.65,4.41,2.63,4.92,-136200.26
2.8,1.0,1.65,5.05,9.14,6.96,0.94,1.69,9.36,9.09,-53434.49
0.05,1.27,3.02,3.73,7.54,4.45,5.49,4.01,5.18,2.81,102989.72
4.22,7.87,4.67,0.58,2.27,4.98,3.42,6.22,5.19,4.57,-126513.49
5.16,3.79,2.88,3.36,6.0,1.99,3.73,9.61,3.0,5.41,140204.45
6.48,5.68,6.29,2.74,0.74,3.76,7.12,5.09,7.22,5.54,-123215.01
3.61,3.95,0.68,1.37,0.79,1.82,6.39,7.23,8.2,5.6,-65438.41
5.88,8.84,3.19,6.71,8.41,7.23,1.98,0.92,7.93,6.86,-149526.91
1.87,5.18,6.81,9.36,4.91,7.34,6.2,8.02,9.12,5.15,-327368.33
0.79,9.75,1.29,4.92,9.61,2.13,7.01,8.76,1.18,7.26,-61882.07
9.91,7.61,4.85,9.29,3.56,6.14,2.98,0.77,0.4,1.66,-518163.07
2.33,0.15,9.42,0.1,7.97,1.22,9.54,4.79,1.5,1.39,-22914.93
2.29,0.88,5.8,2.86,7.87,5.16,4.97,3.5,4.63,6.74,67097.23
8.74,9.56,1.59,1.5,3.41,5.37,9.6,4.82,8.67,2.39,-554272.2
8.08,1.71,5.08,5.34,4.4,4.25,4.84,8.58,5.16,5.78,-16956.01
7.45,7.85,2.3,3.65,6.35,4.92,6.77,4.0,9.74,3.33,-234748.64
7.06,4.59,1.19,7.07,5.86,1.58,6.87,7.71,7.64,6.62,-164283.9
6.28,7.5,2.24,8.47,0.34,7.77,8.99,6.32,5.16,3.97,-276977.71
7.24,9.81,0.25,5.68,6.29,8.6,6.26,6.83,1.18,8.09,-354708.51
4.89,4.41,6.74,0.35,8.02,8.02,6.98,0.26,6.63,6.82,161997.33
1.92,7.83,5.79,1.55,1.26,8.83,5.74,7.32,5.77,0.73,127728.23
3.28,2.08,1.56,0.42,1.51,0.25,0.32,4.77,7.83,9.35,-392463.63
2.14,8.54,4.65,4.57,1.97,4.16,7.67,9.78,8.98,6.06,-207353.67
4.81,4.23,4.63,2.55,7.09,1.71,6.05,7.35,7.2,1.96,67618.58
3.08,5.44,3.95,7.61,1.64,6.0,1.31,4.52,8.29,0.71,-161866.89
7.83,7.55,7.07,4.95,8.8,2.29,8.59,5.99,3.55,4.53,1049.69
5.24,6.7,3.57,1.42,4.26,9.72,2.87,2.15,7.84,3.69,299373.58
8.56,4.08,0.17,0.01,1.3,9.02,9.56,2.71,3.48,6.29,56568.28
3.68,4.86,6.67,1.66,3.07,5.15,1.3,2.46,8.8,9.31,-427818.78
0.37,4.98,4.47,9.17,9.18,1.06,1.82,1.44,3.08,6.17,-80263.57
4.75,6.18,2.28,5.71,4.43,0.48,8.69,5.22,1.2,4.08,-138043.71
8.01,7.11,5.44,9.87,8.92,3.7,1.27,4.39,9.15,1.04,-393753.44
5.15,5.8,0.03,5.05,5.45,2.02,6.8,1.4,0.56,3.01,-53105.84
6.12,3.77,8.21,5.98,5.53,0.51,7.68,1.56,0.3,2.09,-102219.83
3.2,8.51,3.41,1.2,2.08,1.55,1.92,0.79,9.29,0.65,-284576.21
7.89,3.86,4.09,1.64,9.43,5.78,5.96,6.05,7.64,9.69,-126543.79
5.76,1.41,0.48,1.72,1.05,1.17,0.75,6.41,0.27,5.66,-22039.43
5.4,9.11,4.26,2.52,0.69,2.07,0.98,3.02,7.94,3.61,-324722.49
1.32,6.96,7.99,8.08,8.76,6.79,3.75,2.91,9.51,3.09,-70331.94
1.26,9.2,1.73,8.44,1.94,6.1,8.02,0.89,2.69,0.23,-506801.66
8.5,3.65,0.7,1.2,5.04,9.88,1.27,4.22,9.46,3.36,301194.62
5.48,7.52,4.59,1.94,3.31,0.6,8.9,9.11,8.45,6.37,-193901.5
4.67,3.37,6.1,2.19,7.11,6.92,9.81,3.06,1.4,7.07,-74488.62
2.43,0.72,8.04,1.42,0.82,4.54,8.92,4.32,6.36,9.04,-415760.45
0.51,4.59,8.74,4.75,6.97,6.03,3.65,1.58,1.97,5.46,15523.89
4.31,4.44,4.87,6.69,0.48,6.29,6.64,7.37,2.51,0.64,-19238.78
1.59,3.1,2.82,5.35,5.84,1.18,6.33,1.06,3.91,7.99,-177122.7
9.83,4.67,8.19,0.21,4.47,0.14,7.5,5.02,2.05,9.53,-562857.99
3.89,1.99,9.81,1.56,9.96,4.65,5.99,7.79,4.78,4.72,401687.02
5.77,7.68,6.49,4.07,2.83,7.95,1.11,1.63,2.82,9.41,-368469.9
6.49,3.27,5.51,1.3,1.17,2.69,0.04,7.19,5.36,2.97,4022.35
7.48,8.68,0.03,0.56,1.86,5.92,0.7,7.61,7.96,1.05,-208161.64
7.03,5.3,3.52,1.91,1.68,8.75,5.26,3.33,2.89,4.96,174049.41
1.41,5.95,0.06,6.38,2.86,7.45,1.17,3.27,8.46,0.29,-35873.5
1.27,4.12,1.15,2.84,9.21,4.16,9.41,4.21,6.49,8.65,-57322.74
1.52,4.52,2.79,7.58,3.77,7.14,8.09,5.93,1.93,9.19,-411930.99
7.92,2.88,9.82,9.91,2.97,2.46,8.49,9.85,6.18,2.3,-487141.49
6.68,1.94,3.49,7.6,7.81,7.94,4.56,9.59,5.39,1.81,267556.07
0.91,3.62,3.98,3.8,8.07,2.76,8.62,2.15,8.8,1.29,15137.67
4.22,0.07,7.69,2.25,8.58,9.6,2.78,1.41,1.34,9.06,256048.25
7.48,3.87,2.05,9.85,0.91,2.33,4.13,9.38,6.59,2.63,-373102.09
3.65,8.73,0.68,9.84,5.04,9.02,1.04,1.02,1.57,2.93,-379131.18
3.06,9.76,5.89,8.36,2.71,4.7,4.15,3.96,0.82,1.43,-583038.4
1.35,8.02,7.24,1.74,1.54,3.02,5.15,9.8,5.45,9.9,-493838.12
0.59,0.11,6.83,0.79,4.15,4.29,6.25,5.47,2.22,4.13,-16353.52
5.79,7.5,1.94,8.13,7.97,0.93,1.15,0.73,6.31,6.73,-227823.96
5.49,0.35,1.17,8.08,9.55,1.91,0.2,6.61,0.43,2.46,209861.59
5.87,0.73,4.89,6.2,5.99,0.06,3.27,5.3,8.58,2.0,-76401.49
9.77,1.81,3.6,1.43,5.79,5.59,2.58,0.62,5.51,8.01,-221185.56
3.01,1.79,0.21,3.42,4.21,2.48,5.6,9.82,8.13,0.44,109568.97
3.0,4.02,0.42,5.63,5.82,0.07,7.2,0.52,4.28,5.83,-70596.1
3.52,4.97,4.96,8.6,0.45,7.29,4.73,6.7,2.27,6.94,-221430.73
1.59,3.9,5.43,7.37,8.68,2.07,8.51,3.14,9.45,7.13,-144708.55
6.62,5.02,5.76,5.51,3.77,8.24,9.24,8.83,7.17,3.64,86906.38
1.3,1.71,3.42,7.44,9.26,9.3,0.13,2.55,5.36,6.68,444991.39
0.05,1.39,1.42,6.24,0.27,2.57,0.41,8.36,1.05,7.74,-121642.29
4.43,7.23,3.66,1.96,3.62,4.83,3.56,6.72,4.57,4.54,-69250.02
0.42,9.24,1.95,5.65,8.89,1.37,4.77,8.83,3.48,3.88,13179.09
7.08,0.9,2.35,6.69,9.86,6.78,5.83,3.84,9.72,0.58,287812.11
1.53,8.37,4.34,4.15,3.71,7.72,9.17,3.67,2.82,7.74,-291792.5
9.5,0.51,4.71,7.68,5.49,0.41,9.92,2.83,1.41,4.15,-338084.8
3.93,0.77,4.55,2.56,9.23,9.8,6.8,6.44,1.68,5.73,685895.71
3.19,8.21,8.94,0.91,9.6,8.53,5.39,0.82,9.01,3.51,283078.23
6.62,6.95,0.89,7.14,4.88,6.62,4.39,4.08,1.08,7.04,-201485.41
7.6,9.74,4.72,3.2,3.04,6.25,5.98,3.74,9.35,0.46,-470949.91
1.25,1.46,3.39,6.49,5.39,1.18,1.61,7.08,2.44,4.11,-16472.07
1.71,9.79,7.72,7.81,0.33,9.89,6.74,0.2,1.09,1.95,-141284.1
5.18,0.18,5.72,0.76,2.82,9.22,3.92,1.55,6.19,8.07,110400.72
6.54,0.06,6.94,0.11,9.15,8.2,0.7,5.32,8.44,2.21,387547.78
8.29,0.79,9.4,8.46,1.32,9.83,8.81,2.65,6.19,5.17,-2402.08
4.55,0.47,0.92,5.29,8.47,6.21,9.42,3.12,8.23,1.58,68765.19
8.44,9.74,5.25,8.7,6.53,8.73,3.35,8.64,5.86,4.52,-327385.71
4.02,9.68,5.45,4.81,0.15,2.13,6.79,0.7,7.49,7.99,-607183.34
0.6,5.06,0.01,5.39,0.06,9.11,0.73,9.7,2.89,8.38,190142.54
9.13,7.33,1.34,7.96,7.53,6.17,6.01,8.56,6.28,2.58,-119512.09
3.38,2.4,0.34,1.71,9.46,2.93,4.62,6.94,3.75,0.15,370260.37
1.06,4.12,9.88,0.14,7.64,7.85,9.77,0.49,4.7,1.46,45075.54
4.05,4.2,0.88,5.22,2.21,5.65,9.04,5.49,0.07,5.16,-97785.19
2.89,1.75,5.95,0.43,7.55,9.21,7.24,2.95,6.05,3.53,368376.4
0.99,5.2,2.78,2.69,5.27,3.24,3.76,1.07,6.94,6.2,-69257.92
1.41,5.33,7.32,2.36,4.86,0.42,8.25,9.08,5.49,7.25,-87103.07
1.88,0.87,5.95,2.6,3.92,5.48,2.43,5.81,9.07,8.02,-219155.69
2.85,5.52,3.51,3.8,5.05,4.62,0.12,7.32,7.14,0.74,6255.85
0.23,5.8,0.4,7.77,4.0,0.85,3.59,8.35,7.41,0.43,-126929.48
5.94,2.16,7.37,3.23,2.87,8.3,6.34,1.98,9.21,5.56,23441.61
5.52,2.17,1.96,0.72,6.49,5.31,3.02,0.32,1.38,1.77,64751.32
7.64,6.91,8.11,3.21,9.16,1.6,2.62,3.99,7.92,6.25,72464.9
6.09,3.72,9.66,3.08,3.64,1.61,6.63,3.0,9.16,0.18,-184388.16
3.67,0.58,1.13,8.03,1.22,5.59,8.14,0.59,5.73,1.14,-198495.29
3.41,0.9,1.99,4.16,0.33,5.2,1.48,8.41,7.55,0.52,50323.57
9.27,6.58,1.62,2.09,4.79,7.7,1.52,2.86,3.36,8.34,-203294.27
3.2,0.02,6.52,3.2,7.34,6.56,8.65,4.82,3.91,6.84,-4250.76
0.07,8.7,0.17,6.75,5.83,9.16,4.4,2.16,4.23,1.4,34833.34
8.63,1.61,4.81,7.26,1.65,4.42,1.77,4.13,2.69,1.52,-149764.93
7.26,8.5,4.75,5.26,8.05,4.23,3.65,3.34,1.02,1.65,-82839.96
5.79,7.93,2.35,9.0,3.5,8.14,5.65,0.49,2.25,6.91,-359809.14
1.08,0.84,9.92,4.09,7.34,9.38,7.65,6.82,1.33,4.57,320452.12
4.46,2.97,1.88,9.25,4.32,5.2,7.57,3.22,3.66,8.85,-618282.51
9.21,6.84,3.96,5.62,9.87,6.28,6.14,9.83,9.64,1.8,346734.81
5.48,3.13,1.26,9.23,8.5,0.02,7.6,3.59,7.35,8.52,-420504.13
0.31,4.18,2.63,4.49,8.18,9.25,8.88,8.18,3.61,9.48,65410.7
6.81,7.82,3.96,4.23,6.04,7.26,5.94,3.41,4.41,4.78,-52700.47
8.63,1.49,8.57,2.04,5.9,3.85,5.9,2.07,9.75,6.08,-225926.2
6.93,7.35,0.56,6.3,3.61,7.35,4.47,7.71,7.53,4.62,-63543.9
0.32,4.67,6.49,8.27,6.42,5.17,6.16,9.99,9.82,5.91,-139157.47
6.45,2.36,4.36,8.48,3.86,7.29,8.97,9.69,9.83,3.25,-182069.32
7.72,0.39,7.8,7.48,5.04,6.57,7.59,8.38,2.17,6.49,-132064.81
8.6,5.55,7.31,4.77,9.71,1.5,7.93,7.66,5.88,7.39,161975.78
9.18,3.79,8.97,9.5,5.18,7.23,7.85,7.94,4.88,4.72,-402076.76
2.99,7.03,1.82,4.89,9.53,9.48,2.06,5.68,0.83,2.71,632058.24
5.84,0.53,3.66,8.69,9.25,0.77,7.23,5.85,7.23,3.23,14443.87
8.08,4.33,8.4,1.7,2.07,7.03,5.51,9.75,0.72,5.09,120708.84
2.04,6.66,6.39,1.07,5.15,5.06,4.21,0.64,9.24,7.51,-249099.61
9.04,6.41,2.08,9.63,3.22,8.97,0.38,5.13,2.36,5.62,-274008.41
1.18,0.09,5.52,3.87,5.89,8.33,5.05,9.85,1.51,3.78,358911.76
6.53,7.66,8.39,1.99,7.64,2.32,4.86,6.68,9.6,9.82,-591873.71
4.04,0.35,2.42,2.7,0.97,9.78,0.14,2.21,7.83,9.69,-51925.26
7.26,2.56,7.92,0.12,9.78,9.1,9.53,2.04,3.43,5.7,506294.52
5.28,0.24,4.48,9.83,3.66,4.87,0.34,1.67,5.38,2.1,-440974.23
4.29,2.15,5.78,7.24,7.14,9.77,6.23,5.94,5.97,2.32,375238.03
4.75,1.37,3.41,0.92,6.46,4.41,6.19,6.56,8.53,1.31,3909.44
2.69,6.6,3.93,0.93,3.13,1.33,5.94,5.79,3.66,7.1,-153197.89
2.04,9.86,9.22,6.22,5.34,5.0,6.38,3.59,2.61,5.28,-515456.43
2.56,0.83,0.71,5.05,4.14,6.73,5.45,2.85,8.5,7.32,-121322.53
1.14,8.09,1.3,3.05,7.35,2.52,6.28,0.55,0.45,6.74,-144330.95
2.58,0.57,1.63,9.72,5.6,8.18,9.65,6.0,6.33,9.09,-653518.51
0.03,8.9,3.75,9.73,8.56,0.98,9.33,8.52,2.0,2.94,-478572.84
8.5,7.82,2.07,1.38,8.49,7.06,6.23,1.82,1.67,3.39,85556.89
4.43,3.46,9.71,4.83,3.63,8.35,3.73,6.14,2.58,7.07,17670.75
3.14,8.78,1.37,8.41,6.65,3.91,9.99,5.65,1.18,2.6,-499635.79
1.52,4.16,2.69,7.93,4.86,7.03,0.76,8.97,6.86,1.94,10073.34
4.56,4.9,1.4,5.0,7.46,3.54,9.83,7.24,4.28,6.26,-69807.81
4.33,9.51,1.84,5.85,3.25,5.4,9.03,5.31,7.22,4.23,-462462.97
8.66,2.41,5.71,2.5,0.65,9.29,9.48,8.03,2.77,5.77,173461.51
6.86,2.34,2.25,7.52,2.46,2.21,5.87,8.27,9.69,2.39,-190651.51
3.71,4.46,3.93,1.14,4.19,5.44,3.78,4.55,2.18,4.29,10040.32
4.92,8.02,5.2,9.44,1.09,2.78,0.87,4.63,0.46,4.22,-522360.51
4.95,2.25,7.28,6.3,0.67,4.65,6.99,8.85,3.21,2.28,3470.39
9.37,6.47,9.9,5.26,0.3,1.39,6.09,9.23,2.64,5.72,-165803.86
0.0,3.53,2.12,7.56,5.67,6.69,8.26,5.57,5.54,2.46,-90516.64
