X1,X2,X3,X4,y
3.09,8.05,2.03,3.96,55.06
0.93,8.39,3.36,7.18,32.14
7.66,9.47,6.02,5.97,89.59
3.51,8.61,5.52,5.13,64.16
1.85,3.22,9.6,0.91,35.26
2.4,1.83,6.68,8.11,10.54
2.62,8.73,5.32,1.36,64.55
9.43,1.75,3.07,8.83,47.85
5.46,5.43,2.68,6.92,47.46
4.76,5.48,5.98,4.84,53.48
5.4,5.18,2.09,3.53,56.54
6.47,9.59,3.35,4.01,89.0
9.2,1.17,9.12,2.35,66.25
2.08,3.08,4.14,4.7,18.77
5.92,3.62,6.74,4.04,54.54
1.48,2.34,7.52,2.08,18.15
1.22,8.73,6.86,5.8,41.5
8.52,6.52,8.26,0.12,102.09
8.3,2.33,4.99,0.68,78.78
2.0,1.67,0.2,3.59,16.14
5.23,3.5,1.3,9.97,22.93
5.64,3.38,7.78,4.56,48.51
0.22,0.74,2.43,0.45,8.68
8.18,5.25,6.36,1.28,93.61
4.38,2.34,4.09,0.38,45.94
5.29,2.79,4.95,8.76,21.32
5.04,0.59,8.2,5.34,26.04
1.69,3.98,2.38,1.51,30.64
6.22,8.69,6.12,0.79,101.61
3.9,9.89,0.34,5.03,75.19
1.49,3.94,3.34,6.58,13.54
8.11,8.93,4.91,8.22,78.81
0.85,5.53,7.33,8.52,10.2
6.78,8.5,1.88,3.44,86.71
8.2,2.47,5.91,8.0,49.63
9.27,3.59,8.96,6.96,66.14
7.43,0.81,7.47,7.0,41.84
3.98,5.09,1.54,4.28,41.64
2.43,6.58,5.85,2.7,50.57
2.52,9.78,3.54,6.55,58.17
1.52,0.81,8.5,3.5,7.58
0.37,3.07,3.01,2.02,15.23
6.92,4.72,7.52,4.28,61.69
6.46,5.59,5.77,0.46,77.26
5.22,8.9,9.8,0.68,91.2
5.76,4.48,2.57,2.03,64.35
9.25,7.11,7.69,8.31,79.84
2.28,8.58,3.64,3.65,61.74
7.03,8.56,8.98,4.4,93.06
9.95,0.41,3.71,5.18,58.26
1.55,0.04,0.32,3.34,4.62
4.8,7.98,4.36,5.56,62.31
0.86,9.2,4.11,2.2,55.46
9.53,1.06,6.8,1.78,71.07
0.74,7.99,3.74,1.43,54.78
6.83,8.35,6.98,2.19,98.08
7.62,1.02,6.35,2.12,54.96
2.56,8.78,4.6,7.83,48.24
0.3,6.35,1.07,7.0,16.47
2.01,9.33,5.07,5.55,59.67
4.66,9.87,7.11,5.76,69.63
0.62,3.14,8.37,8.01,-0.64
7.55,0.57,9.61,6.15,36.66
4.6,6.03,4.33,6.84,44.66
8.46,1.2,4.98,2.83,59.15
7.85,5.38,3.83,7.1,66.94
4.31,5.95,7.96,8.05,36.94
6.9,5.96,0.42,4.75,70.2
7.29,6.24,2.67,3.48,79.49
9.29,3.79,7.76,2.75,82.77
3.96,8.74,5.7,8.17,57.74
7.15,9.19,0.34,3.67,90.26
7.82,7.26,5.4,1.71,94.97
0.35,2.33,8.83,1.73,16.76
2.8,6.76,1.3,0.95,59.6
5.96,0.22,4.41,5.02,29.09
0.85,0.69,3.65,2.83,3.1
3.5,9.0,0.3,7.99,46.58
3.59,8.35,5.08,2.3,75.84
2.17,8.46,0.12,4.2,50.3
3.73,6.17,5.04,5.29,42.7
5.34,1.7,4.62,7.32,22.33
4.33,0.89,3.31,9.25,6.08
2.38,1.25,1.45,4.39,17.78
0.64,8.02,0.52,4.12,40.42
2.29,2.8,8.73,6.5,10.9
7.65,6.44,2.48,0.35,92.28
1.03,4.38,6.42,0.88,38.82
1.45,4.07,6.02,4.73,20.8
6.55,5.08,0.84,5.5,61.09
4.37,0.48,0.61,6.34,9.32
0.13,8.18,2.97,8.29,30.07
4.92,1.81,4.8,4.28,28.76
7.2,9.27,3.24,4.27,98.23
0.14,4.42,9.08,8.37,3.23
9.65,5.61,8.79,1.04,104.43
1.31,8.55,8.38,1.52,61.43
3.91,1.68,0.84,2.74,31.0
7.69,8.35,1.64,7.17,78.88
9.32,1.18,7.64,8.54,42.92
8.65,7.7,5.93,6.35,88.22
9.39,6.33,9.99,2.14,105.34
0.75,8.48,8.35,7.27,31.14
1.96,8.16,6.24,0.63,69.06
9.7,9.71,9.47,7.99,95.99
4.7,8.77,6.1,5.9,65.65
6.91,9.92,6.19,8.84,77.44
7.75,4.48,8.61,5.89,58.91
0.44,4.53,1.4,6.88,3.52
0.92,1.21,2.9,3.11,7.8
7.13,7.06,0.55,0.06,94.61
2.08,1.27,0.9,1.42,21.72
5.47,9.23,1.36,3.92,81.65
7.04,6.47,3.48,1.42,87.7
0.43,4.86,1.75,3.62,21.84
2.95,1.33,7.71,6.03,15.55
0.29,6.7,5.59,1.88,39.79
2.35,4.56,6.35,0.54,44.68
7.14,3.0,6.75,1.57,66.9
6.04,5.96,4.38,5.54,65.3
5.82,5.44,1.43,2.95,65.12
0.54,1.97,9.83,4.17,6.2
9.27,6.83,4.47,2.84,98.03
8.53,3.02,2.98,3.88,66.07
9.7,2.68,6.24,8.93,57.72
5.54,8.08,6.58,4.77,77.46
8.48,6.05,9.91,8.91,63.17
5.34,7.65,3.75,1.67,76.18
9.52,5.88,2.46,7.95,75.97
9.3,9.25,8.74,2.79,116.96
7.51,3.92,2.92,3.15,71.66
7.95,5.85,2.45,2.99,81.19
7.11,4.2,6.13,2.67,68.69
9.07,5.12,2.95,3.73,84.59
8.11,3.49,3.53,7.78,51.37
4.44,2.86,6.81,7.44,24.74
4.98,4.97,7.52,0.24,73.47
6.24,2.11,7.8,3.84,44.15
3.35,9.41,6.33,0.23,84.66
9.85,5.92,4.07,7.0,78.42
4.83,5.59,6.13,6.88,47.3
3.18,0.34,4.68,9.24,-7.53
1.08,3.86,3.88,0.25,36.66
4.17,1.62,5.63,6.83,20.54
6.02,1.2,5.2,8.41,15.26
6.02,6.76,9.07,5.57,65.55
4.13,8.3,9.87,3.86,68.94
7.93,9.54,0.55,2.48,109.59
0.3,1.06,1.1,7.68,-20.49
9.59,6.23,2.22,0.51,108.69
3.29,5.07,6.46,6.56,31.95
2.57,9.03,8.82,9.74,37.88
1.56,4.5,9.37,8.64,9.84
4.7,5.57,5.54,7.6,39.47
1.76,8.48,4.96,6.67,37.62
4.08,1.6,0.79,8.61,11.9
6.69,4.97,5.94,4.3,57.38
9.74,2.63,3.88,9.09,52.53
0.64,8.89,4.9,5.68,46.18
6.2,3.68,4.63,5.44,48.5
1.5,8.75,1.53,0.82,64.76
1.05,7.3,4.79,7.55,24.07
1.01,6.35,8.86,3.73,37.11
1.6,2.69,0.76,3.48,15.64
9.05,3.32,2.19,2.1,82.99
0.35,8.81,5.17,9.87,15.18
4.65,3.85,5.42,3.22,43.79
3.38,8.98,2.47,9.66,48.19
4.61,4.83,3.46,3.07,55.4
0.14,4.62,7.23,9.87,-5.73
0.52,8.73,9.92,7.32,33.04
5.28,4.6,3.06,2.99,58.36
0.69,3.91,3.62,3.79,14.59
7.17,5.77,9.72,9.14,56.19
7.12,2.75,5.81,5.69,49.34
6.27,3.68,3.86,5.29,51.21
6.2,2.86,8.97,2.56,54.88
0.98,6.77,0.47,8.15,13.65
9.33,5.98,8.01,4.07,90.28
9.63,5.91,7.03,5.62,79.87
2.98,6.08,6.75,0.64,61.59
4.47,2.35,1.49,5.88,21.07
3.8,8.04,7.81,0.01,73.64
5.95,0.18,0.15,9.97,8.49
8.07,9.19,2.85,8.41,86.25
3.44,7.3,8.59,3.25,60.17
2.74,9.71,0.16,8.14,50.98
1.95,0.19,4.7,4.79,2.77
9.93,5.75,9.26,5.03,87.55
2.23,8.57,5.21,2.99,58.18
9.59,3.37,8.81,2.03,83.7
6.95,2.03,5.65,4.46,46.18
5.63,9.41,2.11,6.0,70.0
5.97,4.75,9.95,1.88,66.12
2.94,1.66,9.12,0.32,32.09
3.98,8.65,7.51,7.53,61.41
4.39,3.5,9.0,7.78,34.33
9.19,4.97,9.5,3.61,84.8
6.21,2.7,9.25,1.41,65.83
1.56,2.99,3.55,0.89,29.87
6.11,5.75,2.44,5.81,59.77
8.79,3.19,3.46,3.22,69.92
5.6,3.44,3.51,0.87,63.14
6.07,7.31,2.56,8.25,57.54
6.61,3.39,4.52,6.18,52.32
6.53,2.18,7.22,6.94,36.26
4.5,5.93,7.57,2.45,58.68
2.76,8.07,8.16,1.66,68.15
3.46,6.23,4.37,6.17,42.51
1.41,3.56,9.33,3.91,27.07
0.13,2.44,4.8,7.73,-13.76
0.18,3.89,0.56,9.55,-10.94
2.46,5.09,3.25,5.96,25.4
0.7,5.6,4.53,9.3,3.24
5.13,2.54,0.09,3.9,43.56
7.53,6.06,2.84,7.52,65.63
5.86,2.75,4.81,0.95,59.19
1.83,8.92,0.85,4.33,47.03
0.34,2.09,2.28,9.01,-11.42
1.48,3.75,8.81,1.48,36.67
7.09,7.34,6.5,2.85,88.4
5.27,8.83,6.2,7.04,66.74
7.49,2.67,9.53,8.83,40.02
3.12,4.48,1.6,6.92,25.41
7.28,1.16,5.31,7.9,32.22
7.43,8.44,2.31,9.13,74.0
8.35,0.14,7.61,6.29,40.85
5.96,7.86,4.17,0.88,90.28
8.39,6.76,6.58,9.31,67.24
3.02,2.11,8.99,8.25,5.98
4.89,5.28,4.93,3.48,53.4
3.19,4.22,8.53,9.35,23.63
4.7,0.94,8.5,1.89,31.69
2.25,1.42,3.27,8.68,-3.6
2.02,7.32,2.69,1.73,57.28
3.27,4.76,5.92,5.38,35.12
6.66,5.86,9.03,8.85,48.43
6.22,5.51,3.39,8.78,42.62
2.15,1.83,8.22,2.41,29.17
0.68,0.1,4.34,6.84,-18.09
0.14,9.06,2.64,1.33,58.52
7.39,0.44,5.78,6.65,32.5
6.06,0.43,4.45,7.31,21.33
7.12,5.83,2.56,3.06,75.57
9.07,8.19,1.18,0.49,113.48
1.27,1.38,1.26,4.19,4.28
2.7,7.48,7.05,0.87,65.54
4.51,3.37,4.64,5.28,39.84
0.54,7.74,1.02,4.18,38.34
8.63,1.76,2.51,0.08,73.13
9.15,9.5,6.91,5.86,101.9
1.81,6.75,4.75,1.66,50.79
2.11,4.54,8.38,4.42,33.08
0.73,4.35,0.6,2.19,29.73
9.01,6.87,9.74,3.31,98.43
2.68,3.29,1.57,9.21,6.94
6.37,5.3,2.67,9.48,38.13
5.8,3.81,5.24,9.75,28.94
9.04,1.17,1.3,5.51,46.98
5.15,0.6,4.66,9.31,9.7
4.88,3.65,0.87,1.16,58.92
3.65,5.38,2.51,3.07,52.94
5.26,1.85,6.56,4.42,39.38
9.41,8.02,5.53,2.89,104.77
3.16,0.31,8.05,4.46,17.0
3.86,7.19,7.42,8.52,39.46
3.07,4.68,6.62,8.09,21.77
6.08,2.98,4.37,2.84,53.14
7.83,6.89,7.1,7.23,71.81
9.16,1.19,7.06,5.4,51.82
7.09,9.11,1.66,9.92,66.75
6.32,2.19,4.07,9.61,20.1
8.28,4.91,5.57,4.37,73.23
0.64,6.72,9.88,7.17,21.51
1.08,2.85,8.46,3.41,18.28
1.85,9.74,0.1,5.72,54.84
1.07,7.94,9.44,5.94,33.81
0.41,6.46,0.56,0.46,39.31
7.06,8.99,5.88,5.61,86.31
6.23,4.15,7.11,5.93,48.42
4.07,9.77,2.16,7.79,60.14
1.92,2.23,1.7,6.76,8.37
7.98,8.93,0.86,1.41,109.35
2.41,8.7,9.51,6.35,48.04
9.96,0.77,1.3,2.65,67.61
6.26,1.15,8.37,5.83,33.82
1.91,1.03,1.62,0.15,23.05
4.57,6.04,1.76,8.75,38.48
4.65,0.24,1.82,4.6,15.03
3.64,8.25,0.46,4.84,61.49
1.96,1.48,3.67,5.94,0.1
4.76,1.81,2.5,0.95,43.87
8.64,4.85,6.19,5.02,72.97
8.65,1.88,7.94,1.82,71.2
5.31,5.91,6.99,4.9,56.38
3.6,4.02,5.82,5.28,37.12
9.06,2.95,6.26,2.19,77.6
0.25,9.73,4.41,3.55,51.74
8.64,9.12,3.26,2.53,106.82
7.13,2.9,4.12,6.0,47.16
4.46,9.79,7.45,2.36,85.44
0.42,6.68,8.64,6.0,27.2
5.04,0.53,5.7,4.71,25.6
5.36,7.79,8.75,3.07,79.9
0.92,2.53,0.75,3.3,13.28
8.6,1.86,6.46,9.8,41.6
0.8,2.99,2.5,4.72,10.39
2.03,2.19,0.42,5.63,9.15
8.93,1.83,1.07,3.89,60.75
7.13,2.08,3.33,7.93,35.92
5.57,1.65,3.79,0.02,56.27
4.04,0.6,0.35,3.13,22.95
3.47,2.32,6.62,1.34,42.12
3.13,1.05,6.12,6.57,6.11
4.22,7.0,0.86,1.72,70.62
4.34,9.11,1.94,8.94,58.5
2.79,8.36,6.61,4.33,63.7
9.91,6.57,6.81,1.56,103.64
1.97,7.83,0.04,7.51,33.8
1.68,0.92,3.7,2.41,12.63
1.33,7.15,7.95,4.48,42.98
6.64,5.53,0.15,3.31,70.42
9.54,1.48,7.36,8.76,49.62
1.65,3.06,3.23,9.01,-3.38
3.08,4.86,5.48,9.64,17.71
2.33,2.43,7.33,8.1,7.22
4.37,3.87,4.34,8.77,21.8
5.21,5.7,2.21,2.11,61.46
9.22,1.28,3.97,8.49,39.09
2.48,0.55,3.94,5.28,9.07
6.14,1.88,8.42,1.19,61.05
3.79,6.49,1.51,4.6,49.4
2.24,5.99,0.77,8.78,18.48
6.4,5.97,10.0,1.13,81.67
2.98,7.94,2.43,5.2,51.04
9.99,4.03,4.23,1.59,92.25
7.43,5.13,7.87,2.84,78.35
0.05,8.36,8.13,0.22,51.86
5.49,5.06,4.45,9.83,36.11
4.02,0.65,1.74,4.1,21.44
7.44,8.87,4.83,0.55,113.13
2.69,7.07,8.61,9.52,29.22
3.19,1.67,8.68,9.52,0.54
1.8,4.93,5.47,2.33,36.84
2.39,8.16,5.65,4.3,47.7
2.95,2.81,3.33,8.3,10.7
6.72,9.52,0.22,6.85,84.15
7.97,7.76,8.82,2.05,101.28
9.81,5.29,9.82,9.66,66.93
5.47,5.37,8.57,5.99,45.41
8.18,4.45,7.67,7.22,64.13
9.95,5.2,9.58,0.12,106.27
9.78,7.09,7.49,8.03,81.78
5.91,3.49,9.6,4.81,50.07
5.98,1.89,2.49,0.38,57.51
7.71,5.75,9.49,6.88,66.81
6.22,5.42,5.52,4.51,64.43
0.7,0.72,3.46,1.25,4.36
1.35,7.87,3.41,6.9,39.96
5.82,2.86,8.34,1.26,60.5
2.93,7.45,2.61,6.62,44.4
2.57,9.61,9.87,3.59,67.92
6.86,9.26,6.94,1.04,103.49
0.79,8.36,3.35,2.21,51.26
8.48,3.76,4.49,1.47,79.35
9.27,6.04,0.29,0.34,105.66
8.93,8.38,3.2,0.56,114.14
4.55,1.68,3.9,8.43,11.62
4.72,2.81,3.61,3.25,44.07
9.26,3.46,5.92,1.91,84.18
4.42,8.25,2.82,6.99,61.57
5.94,7.13,0.34,1.98,85.21
4.09,5.11,9.94,8.49,34.42
6.96,2.04,8.63,8.55,30.11
9.02,2.51,1.73,9.43,47.24
5.48,8.82,7.61,8.38,67.74
4.67,2.96,8.44,8.98,20.7
2.18,1.02,8.18,5.98,6.99
7.95,0.67,7.58,7.84,31.46
4.62,0.18,9.46,9.16,1.28
0.9,8.89,6.93,8.4,30.52
6.39,9.64,3.09,7.88,73.67
5.33,6.91,6.26,7.0,58.75
0.41,6.99,8.44,3.12,42.45
3.06,5.79,6.66,3.56,52.04
5.51,4.75,3.54,4.93,55.77
7.03,8.91,0.27,1.45,103.98
1.44,4.29,9.26,5.02,24.77
9.04,4.55,9.89,5.84,68.91
6.15,2.54,3.51,7.06,38.1
6.5,8.69,5.47,6.66,72.93
2.88,9.06,8.68,6.15,51.24
0.89,0.94,1.16,0.55,9.25
9.49,9.42,5.48,6.26,100.62
1.38,7.25,2.78,5.45,32.37
4.48,0.61,1.2,9.06,1.59
2.56,6.2,9.65,6.35,36.05
0.31,1.09,7.01,7.51,-20.86
3.42,4.13,5.42,9.5,13.75
8.86,3.59,9.03,0.79,88.66
9.79,0.42,9.71,2.17,66.17
7.95,4.26,6.69,5.22,67.41
2.32,8.91,9.64,8.01,43.24
6.72,9.49,0.06,8.21,71.82
3.78,7.78,3.63,3.69,64.82
1.48,7.35,2.75,5.13,36.81
3.32,6.0,6.06,0.7,62.23
8.02,4.95,5.54,0.43,94.08
9.85,1.59,5.63,0.57,82.79
5.58,5.1,4.88,3.41,59.69
2.39,7.99,4.6,5.3,54.01
2.51,8.62,2.46,3.59,61.46
7.03,9.32,3.21,2.81,103.38
9.83,6.83,7.75,6.09,92.82
4.19,6.18,6.96,0.82,64.45
5.68,0.54,3.73,6.27,22.67
9.62,8.19,6.86,5.61,98.02
8.1,7.58,0.36,9.58,70.18
4.62,5.32,9.58,8.71,33.99
9.02,1.98,1.24,9.83,38.5
9.49,8.69,5.04,2.02,112.46
9.1,7.69,6.78,0.15,115.15
0.15,7.86,5.22,9.42,19.74
3.9,2.54,6.34,6.7,20.23
2.93,8.8,9.23,1.7,72.41
8.37,2.92,0.29,5.04,58.48
0.07,9.09,7.44,2.41,50.01
4.74,8.99,0.08,3.03,78.78
0.96,1.17,5.87,5.98,-3.17
5.95,6.28,0.33,6.81,51.36
3.32,9.25,3.54,1.25,76.32
9.5,3.38,0.58,3.53,76.31
8.68,7.03,4.22,8.94,67.22
6.19,1.15,0.47,7.21,25.84
8.29,3.5,7.16,6.87,58.0
2.74,0.71,9.11,1.67,24.06
3.74,6.93,4.54,8.17,34.92
10.0,9.55,8.15,9.8,93.42
10.0,0.84,4.42,6.22,59.37
2.22,6.72,2.34,1.64,54.53
9.6,2.55,5.35,5.2,67.86
7.57,5.13,3.92,2.97,76.46
1.8,1.53,7.12,1.5,25.32
2.15,5.94,3.07,8.89,20.13
6.76,3.86,9.05,1.97,72.11
8.08,5.94,5.08,1.28,93.12
2.25,1.86,2.42,8.13,1.55
2.2,8.54,3.26,0.79,68.82
8.42,6.36,8.49,8.16,72.59
0.56,7.68,0.54,4.58,37.6
8.71,0.1,3.65,9.27,28.67
7.39,6.27,5.46,9.26,59.54
2.16,5.94,0.42,3.58,39.4
0.66,5.38,2.46,3.43,29.04
3.11,8.14,0.98,3.47,61.52
0.52,4.0,5.18,5.41,7.69
8.6,6.32,3.37,5.34,81.96
1.57,0.04,1.86,5.85,-6.56
8.87,7.17,3.9,9.44,74.14
1.85,5.51,0.97,9.05,15.65
8.87,5.3,4.71,9.84,59.9
2.71,7.8,4.02,4.5,45.19
7.84,2.7,4.14,0.67,71.61
6.45,0.48,3.56,7.12,23.76
1.8,7.66,3.04,9.06,30.28
8.64,3.43,0.54,1.75,75.16
3.95,5.32,7.39,2.88,55.79
7.75,2.68,0.78,4.52,57.54
4.88,7.55,1.98,5.49,67.19
6.73,8.56,6.43,8.76,72.85
5.35,8.91,2.59,7.84,68.58
0.45,9.16,9.77,2.8,52.73
2.35,8.85,3.49,4.78,50.18
8.32,9.17,5.0,5.72,100.04
6.74,3.18,9.47,5.19,57.25
8.98,7.7,9.66,9.81,71.88
8.71,7.83,7.73,8.18,84.16
2.14,2.44,2.86,7.77,2.26
7.83,7.07,0.17,7.71,67.48
9.76,8.94,9.44,1.07,121.92
0.75,0.11,6.0,7.18,-11.02
7.44,3.02,2.47,6.13,52.82
1.91,8.24,9.54,9.49,31.37
1.5,7.32,5.59,6.53,29.99
8.97,0.12,4.37,8.23,35.71
5.19,6.23,8.23,3.97,62.96
9.17,3.19,2.95,8.1,52.79
6.14,4.52,8.22,5.39,53.15
2.42,6.14,2.26,3.89,35.47
0.76,1.58,9.02,4.14,-2.09
9.74,5.49,4.19,2.27,106.13
8.18,8.98,2.83,8.72,87.03
0.75,5.13,2.94,1.92,29.66
1.14,9.41,0.37,7.05,40.03
0.15,9.13,0.17,6.2,29.45
5.19,8.88,4.01,9.08,56.31
8.01,2.76,1.45,5.89,52.89
2.69,0.68,7.79,4.22,10.51
2.3,6.56,5.96,1.65,50.84
1.31,3.88,9.37,0.58,35.61
9.34,1.55,5.9,3.06,68.85
4.56,1.65,4.26,1.6,40.87
2.09,8.3,7.28,2.21,58.43
3.54,0.94,7.04,8.38,5.37
9.42,1.81,5.59,7.43,53.3
2.77,2.71,3.86,5.37,17.36
7.35,1.94,2.18,3.76,52.87
9.12,1.95,7.28,2.01,75.96
5.27,1.1,6.98,1.23,49.1
9.97,2.73,9.85,7.39,66.38
6.33,4.56,6.64,1.34,77.57
2.21,6.07,7.99,3.48,42.0
2.02,9.7,5.16,5.0,61.48
1.67,1.34,3.26,6.15,-2.93
6.52,2.81,3.78,9.74,28.8
4.41,9.63,1.69,2.62,83.14
5.85,3.01,3.15,8.07,33.61
6.26,2.2,3.37,8.5,28.58
2.15,7.36,7.34,4.38,47.22
3.92,8.66,4.81,9.43,48.41
4.19,5.22,9.06,6.28,43.1
5.12,4.77,8.42,2.71,58.68
7.18,1.32,5.89,4.38,44.83
4.26,3.06,5.92,9.04,14.94
3.96,5.01,8.26,1.89,54.97
3.05,4.41,4.15,6.11,29.18
3.04,6.2,8.36,9.8,28.16
0.2,7.41,6.06,4.59,29.6
2.48,3.48,1.25,9.34,3.78
8.99,5.52,2.25,2.87,87.37
1.14,3.42,9.51,5.95,13.46
4.43,3.3,1.51,5.09,34.7
4.92,0.26,8.78,3.03,28.8
4.05,0.26,6.63,5.65,8.34
0.37,1.25,4.97,3.35,6.19
4.14,6.55,9.7,3.99,59.84
3.97,4.22,1.71,6.49,31.18
1.59,5.8,9.54,7.63,19.66
3.15,0.94,6.48,5.25,11.97
3.2,6.89,3.92,6.12,44.74
8.8,4.33,9.06,3.36,80.18
3.94,6.1,0.33,6.62,40.9
9.32,3.14,5.42,7.58,61.53
6.55,0.57,2.82,3.63,36.8
4.49,6.68,5.39,8.12,48.31
1.37,3.66,7.84,5.2,15.15
5.22,4.58,3.88,7.68,41.78
6.53,0.82,4.78,9.71,13.77
5.97,2.14,6.69,7.68,29.13
0.06,4.98,9.47,5.27,13.57
5.32,0.06,7.84,2.9,29.06
4.35,7.1,8.58,0.79,72.53
1.67,4.42,5.22,8.11,14.56
1.52,3.87,2.49,9.61,2.35
1.46,6.18,0.25,5.29,26.78
8.33,1.4,8.23,3.04,65.88
1.29,2.13,7.69,6.14,1.57
6.76,2.92,3.19,6.26,42.96
0.38,4.71,9.33,0.31,32.96
5.92,3.44,0.68,4.47,46.92
7.78,3.95,9.08,2.39,72.4
8.92,4.9,3.09,3.78,83.11
8.79,2.14,9.07,7.83,50.4
8.89,6.65,2.54,1.84,101.43
9.26,8.1,1.32,1.0,114.66
3.59,5.15,5.33,8.08,31.58
4.39,9.24,3.46,7.52,58.94
0.6,6.33,0.02,0.23,44.3
9.31,5.35,4.14,9.95,65.08
6.03,2.75,9.39,0.02,63.68
4.71,4.71,0.71,7.53,31.4
3.12,3.21,2.26,7.0,16.96
8.03,6.89,0.95,3.48,86.47
6.26,2.22,3.0,6.91,37.2
2.08,4.71,5.45,8.27,18.67
7.4,8.77,1.81,0.65,106.25
4.48,9.71,6.23,9.14,52.84
9.41,5.69,3.27,7.55,72.94
5.64,7.68,9.11,6.87,60.53
1.76,2.75,6.69,2.52,20.17
0.03,7.23,2.71,4.09,32.84
9.48,6.22,7.27,2.86,95.84
3.33,5.96,4.58,0.06,60.08
4.98,5.94,4.7,3.38,61.8
5.8,5.56,1.09,6.69,51.81
9.06,1.51,3.61,3.55,65.88
6.75,5.67,2.94,5.85,60.03
2.85,2.91,6.95,2.12,34.14
6.05,0.0,9.08,2.84,43.72
4.31,4.45,6.54,5.92,37.06
2.22,5.76,3.74,9.98,10.34
4.73,2.42,6.85,6.73,30.99
0.06,4.95,4.72,6.28,10.04
7.61,5.2,7.98,6.76,69.88
2.59,1.33,2.55,8.8,-4.69
0.28,0.14,5.48,2.41,1.91
1.58,1.1,1.49,7.89,-8.63
8.84,2.74,7.1,0.96,79.37
8.57,0.39,9.55,0.24,67.07
1.87,9.64,6.3,7.98,45.73
2.9,9.3,2.82,3.05,70.14
4.08,7.66,6.15,5.75,55.16
5.55,4.23,6.24,5.77,44.64
1.67,8.28,6.62,0.04,66.54
1.22,0.41,6.36,1.06,13.02
4.55,7.63,0.99,9.98,38.34
1.8,2.68,3.59,0.45,32.93
3.84,2.56,2.11,6.11,28.86
0.87,8.73,7.08,8.42,27.73
7.11,9.49,6.34,6.33,87.95
4.12,0.21,0.39,0.48,32.97
8.21,4.7,9.92,3.73,77.96
3.65,9.3,4.36,0.53,82.37
9.26,7.6,2.58,9.67,74.0
9.0,1.61,5.89,6.59,48.6
2.83,0.33,3.16,0.78,24.14
3.86,0.87,8.84,6.02,14.36
4.93,5.88,2.25,0.32,70.5
4.29,4.93,0.81,1.14,59.84
5.83,8.44,1.9,0.88,95.25
7.74,7.97,5.81,1.68,101.69
1.06,7.89,3.42,0.72,61.83
3.68,3.67,8.96,7.13,21.58
5.03,7.49,6.35,6.73,59.83
3.37,0.38,9.57,0.85,24.71
7.91,3.86,6.76,7.73,53.34
5.14,9.15,2.36,7.49,64.19
8.53,4.1,3.22,6.38,64.06
1.61,3.88,0.48,4.53,16.71
1.52,7.76,2.19,9.22,27.49
5.59,0.35,8.33,4.94,27.75
5.1,9.91,8.01,7.97,65.73
8.5,6.11,0.41,4.06,87.69
7.49,8.97,7.77,8.02,81.98
8.74,5.73,7.02,1.07,101.0
9.33,8.97,4.55,2.49,117.58
3.23,5.81,1.81,9.65,22.36
3.35,5.01,8.95,3.03,49.19
0.44,3.44,7.35,4.4,13.4
7.53,5.14,3.64,6.83,56.58
0.59,3.77,9.58,4.74,14.1
4.9,9.77,3.05,4.12,82.06
8.01,2.13,1.12,6.91,43.0
1.83,4.9,6.55,3.9,32.13
9.23,8.2,4.52,4.8,104.52
1.09,4.75,7.07,9.51,1.04
1.39,9.96,3.73,3.81,57.11
6.45,1.48,8.39,7.68,27.01
8.27,7.99,8.06,0.77,108.46
4.48,0.8,1.54,5.62,16.92
6.88,2.27,3.29,4.42,52.19
9.0,3.44,0.6,7.04,65.28
2.11,9.19,7.83,3.25,63.7
7.98,5.68,2.13,6.98,60.73
3.93,7.41,4.89,3.84,60.46
5.73,0.49,1.49,1.17,42.52
4.09,4.91,4.43,4.61,48.15
1.25,1.62,9.01,6.74,-4.4
0.71,3.6,9.52,2.09,25.38
1.48,2.17,0.67,3.81,11.73
4.57,5.26,2.24,3.21,57.79
4.51,7.3,9.02,6.64,55.84
6.68,7.89,7.42,0.94,93.19
4.68,5.79,5.07,8.74,34.14
3.22,3.52,1.61,3.11,37.16
7.78,8.47,7.05,3.31,95.3
0.45,0.73,9.33,5.88,-7.19
1.6,9.18,6.36,7.07,40.06
3.66,6.05,0.06,7.93,35.98
5.89,6.96,1.88,6.26,64.38
5.34,5.3,9.18,7.64,49.08
7.08,4.88,1.57,6.32,61.87
4.11,4.74,4.29,9.22,26.54
3.75,4.13,1.25,9.82,15.34
5.65,2.06,6.09,5.27,31.52
6.19,6.16,5.31,7.08,58.73
0.91,5.54,5.92,8.88,7.04
2.28,1.71,0.44,2.13,21.22
6.42,6.82,0.34,0.96,84.52
0.55,9.09,7.7,1.98,49.02
4.46,3.84,9.9,5.09,38.39
1.18,5.99,1.68,8.62,16.47
4.93,0.34,5.27,6.4,18.06
2.08,2.2,2.91,5.86,10.91
3.69,5.23,6.76,1.81,57.79
6.5,3.45,7.6,0.48,73.4
0.81,0.71,9.75,0.62,15.95
3.05,2.13,7.15,6.83,12.04
5.67,0.95,8.25,1.37,43.76
8.15,5.1,3.02,4.77,73.25
4.81,7.6,9.01,1.29,79.4
8.26,3.71,3.57,6.62,57.23
1.19,4.17,0.84,5.56,11.17
0.21,2.27,9.0,0.97,13.2
6.23,8.0,7.64,3.61,81.53
0.81,0.24,2.72,1.95,-0.87
4.4,2.94,0.45,1.92,45.04
7.58,3.02,5.48,2.73,59.31
