X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,y
1.72,9.64,3.1,2.66,1.06,2.76,7.79,1.71,7.64,5.57,3.41,7.24,0.95,9.88,8.94,8.51,3.55,7.3,8.04,1.39,23.49
7.72,0.04,3.22,0.96,2.1,8.98,8.14,5.96,8.53,9.12,7.9,9.74,8.72,8.28,3.79,6.47,2.25,9.52,8.02,0.87,-26.18
8.47,9.14,1.56,6.39,4.24,6.24,4.32,0.71,1.72,1.36,4.45,9.85,5.53,2.8,7.98,4.96,0.18,0.32,7.33,3.32,27.53
7.95,3.99,2.41,0.9,7.16,1.66,2.53,5.23,9.73,3.79,6.3,9.34,5.15,3.2,7.47,6.13,8.4,0.68,4.04,5.73,37.63
6.38,3.7,8.24,2.08,0.11,7.08,8.65,2.07,0.51,9.13,3.69,2.41,4.14,4.14,9.33,6.36,9.11,6.41,2.41,6.3,-33.22
0.46,3.58,0.58,1.11,8.46,0.24,4.21,5.43,3.58,6.1,9.68,7.53,0.44,6.19,9.89,5.48,8.11,9.03,8.87,2.09,-15.15
8.38,1.6,7.75,3.92,2.65,5.24,9.89,6.09,3.16,7.24,7.34,5.44,4.5,9.8,2.76,9.12,9.34,5.4,0.82,3.06,-47.08
8.6,4.55,1.58,0.32,4.4,0.52,5.11,5.36,2.48,0.66,3.44,1.55,3.33,4.48,0.47,0.29,9.33,5.74,7.46,3.35,-9.44
2.54,2.67,1.4,7.07,8.81,4.12,6.07,8.24,7.97,0.44,3.24,3.58,7.65,8.86,7.92,8.72,1.45,6.78,1.54,3.9,-48.68
2.22,9.31,9.51,9.72,9.74,8.42,5.75,9.92,1.66,6.18,8.12,1.5,1.78,0.38,4.02,3.81,2.06,9.56,4.51,6.44,-60.13
8.62,2.16,3.92,0.27,7.18,1.08,6.19,8.21,1.93,6.62,6.33,2.21,2.79,0.48,3.49,5.24,9.74,7.58,3.58,4.79,-37.54
7.42,3.22,3.01,9.02,9.55,8.23,8.99,7.53,4.03,8.02,1.3,3.8,0.25,2.82,5.29,3.38,7.56,3.9,8.98,0.7,-78.03
4.72,7.01,4.78,3.9,6.13,1.85,2.5,6.68,2.77,0.12,2.26,4.0,0.05,7.31,6.93,1.37,6.71,1.2,4.4,2.94,18.44
2.84,0.86,6.87,8.04,4.4,4.52,8.06,0.86,7.63,5.77,6.5,8.11,5.76,6.4,7.85,7.93,7.4,6.82,4.53,4.47,-20.74
5.99,8.82,8.99,2.86,0.66,0.92,0.91,2.07,9.78,0.26,3.51,1.18,9.14,6.43,8.4,3.83,6.56,9.02,8.43,7.51,71.11
5.5,8.07,9.33,3.74,1.67,3.02,5.4,3.57,0.47,8.65,2.96,4.21,4.15,5.03,2.05,3.07,9.44,7.2,3.59,0.41,9.78
2.32,0.77,2.1,6.3,3.51,8.09,1.47,6.38,6.32,5.29,3.44,0.78,4.0,1.87,2.03,1.99,7.46,1.62,0.46,2.91,-53.49
5.88,6.69,6.47,8.8,1.7,1.4,5.28,5.9,9.98,7.49,4.78,8.66,7.55,1.05,5.17,9.57,5.57,3.8,4.82,9.43,29.74
0.24,3.09,0.2,0.18,6.24,3.4,7.21,4.04,7.91,8.14,2.33,3.8,3.24,3.03,0.7,9.81,9.18,5.99,5.6,0.67,-29.43
4.58,6.01,3.31,2.04,0.73,0.01,5.34,0.39,0.14,6.88,8.2,1.75,7.83,2.78,5.61,8.9,5.4,6.28,4.53,0.94,5.36
4.86,5.55,8.53,7.97,1.12,8.78,7.06,6.77,8.3,2.46,7.06,4.31,1.26,2.32,0.21,0.0,6.71,5.62,6.07,3.9,-1.43
9.37,2.84,5.68,2.05,3.92,9.36,8.37,5.82,1.71,6.85,2.09,6.96,6.08,5.21,5.33,3.49,1.69,3.91,0.7,0.89,-33.41
2.37,1.04,9.95,4.45,9.83,4.94,8.8,3.41,4.28,3.33,3.74,1.54,8.89,8.28,2.25,8.9,5.26,0.73,3.96,9.81,-52.26
3.97,6.26,9.94,3.01,0.89,1.62,1.44,6.02,1.44,7.08,7.37,5.73,6.07,6.44,6.3,0.98,2.56,9.16,2.68,9.11,3.34
8.18,7.45,3.17,0.91,0.46,1.86,4.29,2.3,9.36,8.37,8.74,3.43,5.98,0.8,7.86,4.73,6.75,3.34,2.72,0.71,28.36
5.19,8.5,8.84,3.12,4.31,7.86,5.04,1.76,9.3,3.74,9.25,2.36,3.36,1.76,0.69,0.19,2.02,3.06,2.79,8.95,-11.33
4.83,5.21,4.52,3.96,4.64,4.33,6.54,4.76,8.79,2.98,1.39,2.8,3.11,6.93,0.52,5.51,5.07,4.88,6.06,4.56,-17.84
2.32,6.07,2.26,4.57,9.62,9.81,7.81,7.81,0.01,3.48,4.21,2.09,7.6,9.53,9.68,2.13,1.57,6.57,9.29,2.74,-70.35
3.07,6.63,5.26,4.56,9.95,0.78,0.03,1.11,8.38,7.44,8.96,2.97,8.04,4.46,6.19,1.61,5.8,1.69,7.26,5.28,-3.17
5.12,1.91,1.4,2.74,4.48,2.46,1.14,2.11,5.5,9.9,1.08,4.06,6.9,5.47,9.58,5.41,9.82,8.54,8.84,7.38,-31.26
8.28,2.53,6.67,3.04,9.58,3.02,7.69,7.99,3.17,9.83,5.15,0.93,4.56,6.4,4.92,4.66,1.5,5.33,9.85,2.81,-65.76
9.63,6.05,4.27,4.88,4.19,7.33,2.26,8.73,2.13,3.74,0.35,2.91,4.92,1.99,9.36,7.21,7.33,4.82,6.29,9.05,-12.88
0.9,6.26,0.16,6.09,2.88,2.98,8.68,3.38,0.37,7.1,1.74,7.56,4.16,7.65,7.01,2.57,2.74,7.07,0.52,8.07,-71.29
5.96,4.69,3.55,8.41,2.49,6.41,1.26,0.7,1.76,9.08,1.62,7.89,1.78,5.46,7.13,9.59,5.12,1.42,6.83,1.28,-17.52
4.02,1.27,8.54,5.31,2.11,3.61,1.85,8.42,3.42,6.7,7.09,1.06,5.88,0.17,0.78,7.61,0.52,3.05,9.65,5.29,-4.67
6.59,6.47,3.79,7.88,2.99,1.05,2.94,8.92,9.34,0.48,6.38,2.91,0.95,0.07,3.22,3.42,0.81,1.9,6.92,8.87,4.42
6.8,3.4,1.33,9.3,7.56,7.03,9.22,9.27,5.58,7.05,6.54,7.45,1.5,4.32,6.54,5.81,2.2,6.91,4.21,9.56,-104.77
7.96,1.27,3.28,5.86,2.52,5.81,6.35,1.1,2.54,0.39,5.68,2.78,1.31,8.28,8.68,9.73,0.72,3.31,1.1,3.09,-58.3
0.86,7.61,0.28,7.85,8.14,5.93,0.63,6.37,5.83,4.25,9.0,4.76,8.28,8.44,9.81,2.06,5.63,3.37,2.41,8.87,-49.53
1.18,3.78,0.83,4.53,1.6,4.41,7.13,5.8,8.99,1.19,3.16,9.01,0.93,9.29,2.43,3.21,5.0,6.95,9.86,7.08,-20.77
2.6,6.05,9.38,7.8,2.3,7.64,2.08,2.25,4.14,9.39,9.7,0.67,9.86,2.69,5.06,0.88,6.83,5.69,0.14,8.83,-51.09
3.86,3.48,8.28,4.68,3.39,6.86,2.76,5.25,2.59,3.61,1.84,1.26,3.32,2.18,8.09,2.15,0.46,7.22,7.9,6.08,-11.82
1.0,4.3,8.38,3.61,8.22,7.17,8.15,5.02,6.39,6.48,7.31,5.29,2.26,2.55,5.65,2.63,1.8,9.6,7.17,1.85,-22.8
6.84,9.22,3.81,1.5,2.88,6.83,4.94,4.5,8.07,4.35,1.38,2.41,4.69,7.24,2.16,6.15,7.02,8.18,0.14,3.61,-22.1
5.9,4.64,9.82,2.77,6.67,8.88,5.44,2.31,8.83,1.12,5.24,1.37,9.84,4.45,8.33,2.0,1.72,7.23,6.12,8.19,-7.39
9.44,4.84,9.54,8.08,5.17,9.32,5.06,8.43,2.41,7.19,0.27,3.57,2.27,2.5,0.48,7.12,4.11,4.28,7.93,1.99,-26.28
3.05,8.69,2.67,9.86,4.89,9.15,8.38,2.43,6.63,5.85,0.22,9.83,5.18,4.05,3.22,7.32,5.52,4.46,2.21,0.67,-13.8
4.6,7.54,6.69,5.83,3.7,3.89,8.15,1.83,4.54,5.9,0.25,1.71,9.18,2.05,6.74,5.26,0.54,9.4,0.95,5.03,-21.37
3.93,4.35,9.5,4.32,9.55,3.51,9.5,1.11,8.47,5.47,3.94,3.45,1.64,8.33,5.69,6.84,3.06,8.69,9.95,0.97,-18.81
8.57,7.18,9.7,3.71,3.14,7.16,5.97,2.1,9.27,2.24,9.51,7.38,3.6,7.02,1.26,2.01,9.46,7.77,3.7,9.7,12.02
1.55,4.39,8.79,1.36,8.42,1.82,4.69,1.8,6.96,9.91,8.31,8.82,0.65,0.88,8.33,9.57,6.53,2.93,5.0,1.02,35.32
3.97,8.63,0.61,9.32,3.29,5.52,3.8,5.22,0.38,6.23,7.0,6.47,0.55,1.86,1.62,0.55,8.4,7.47,4.56,9.33,-57.3
4.45,6.42,4.14,5.09,8.4,4.87,1.7,3.19,0.71,6.82,3.19,3.16,1.24,7.58,4.3,1.65,5.81,7.84,7.87,9.94,-72.04
9.06,2.29,9.29,3.11,6.02,4.8,0.96,7.98,9.49,3.99,1.36,8.36,9.88,8.09,9.32,6.65,6.89,5.42,5.51,5.85,47.03
6.51,8.48,4.85,2.92,2.54,8.6,6.03,9.67,3.3,2.73,2.24,2.02,8.54,5.07,9.08,6.62,0.87,4.49,7.37,4.42,1.49
7.86,3.95,2.14,3.38,4.84,7.28,6.13,9.86,9.2,6.77,9.83,2.54,3.54,1.68,1.47,1.66,1.59,5.17,2.47,2.56,-56.22
1.26,2.87,7.3,7.34,4.37,0.86,1.25,2.4,6.41,9.6,6.39,3.4,2.31,7.66,7.65,5.09,3.75,5.69,8.09,6.58,-39.44
6.03,3.67,9.32,3.36,1.14,2.12,3.51,6.01,1.31,5.33,9.51,5.65,9.06,1.53,8.05,0.85,6.05,7.87,0.06,9.53,15.28
2.91,0.53,0.51,4.41,1.91,5.84,0.03,4.68,5.34,1.86,5.48,6.7,6.4,5.68,9.55,3.05,7.8,2.18,0.46,7.6,-11.02
5.46,2.14,3.61,8.92,1.71,1.41,5.1,7.37,1.71,2.09,0.55,7.19,7.26,7.57,1.74,2.31,9.65,7.88,8.0,3.33,-4.99
3.06,6.43,3.86,4.34,4.95,8.87,0.02,3.54,6.52,0.01,3.38,9.54,6.53,3.83,1.43,7.87,1.62,4.88,0.75,3.29,27.37
5.06,2.42,0.07,3.11,1.19,5.99,9.46,0.12,3.65,1.54,7.09,3.65,4.61,9.03,1.75,8.52,7.04,0.88,9.07,3.47,-36.76
9.38,7.16,1.81,3.27,9.89,3.52,6.32,1.93,2.66,6.84,7.1,4.63,2.52,8.78,7.97,6.88,1.26,6.2,1.8,6.5,-78.9
3.27,8.71,9.94,0.03,9.67,8.86,1.07,1.15,6.26,1.87,7.44,9.74,5.56,6.49,9.83,9.26,8.03,3.49,8.11,5.5,65.85
1.81,5.23,3.94,2.99,8.41,2.28,4.73,2.65,1.16,0.96,8.28,0.98,5.5,9.54,3.91,5.41,2.03,7.64,8.16,3.34,-41.82
9.25,7.84,9.07,0.62,3.34,8.54,8.34,9.07,7.1,9.25,6.57,3.73,5.3,8.23,4.2,6.16,3.96,1.8,2.65,3.78,-16.11
5.88,2.84,6.21,4.79,2.39,6.14,3.35,4.92,8.51,2.11,9.79,0.97,6.62,3.32,7.5,2.85,7.41,9.16,3.83,5.64,-13.96
2.82,5.98,3.51,6.87,4.39,4.2,5.7,5.43,3.43,4.89,6.65,7.14,7.37,1.32,9.16,9.86,6.06,0.49,8.06,8.33,12.87
5.03,4.07,5.03,8.16,0.07,0.58,6.77,2.98,2.29,1.17,9.41,3.13,0.52,8.25,9.98,4.92,5.51,1.1,0.17,3.02,-13.49
5.87,5.47,9.41,2.16,0.15,4.05,2.56,3.61,0.83,9.64,7.77,8.71,7.92,3.4,8.87,9.49,2.85,9.85,1.57,4.01,30.14
3.07,2.8,5.01,0.6,4.79,2.03,5.18,7.46,0.44,7.34,8.73,8.69,3.22,0.09,1.09,8.51,2.29,8.56,9.54,4.52,7.5
0.28,7.16,0.44,9.81,7.99,5.65,4.3,0.25,4.03,4.27,9.0,5.89,0.09,7.57,3.41,3.14,1.19,4.64,9.71,0.22,-57.17
6.11,9.5,1.39,1.62,6.3,0.07,5.33,8.44,2.73,7.18,5.17,6.11,9.66,3.15,5.26,1.5,3.7,2.37,4.32,4.35,6.98
8.1,6.93,6.35,2.92,6.05,2.37,9.91,3.02,6.6,1.31,6.79,7.24,1.76,6.66,3.92,7.28,1.78,5.6,1.4,6.73,-4.8
4.32,6.0,6.34,6.16,7.01,7.55,7.16,8.15,8.24,5.27,9.25,7.88,6.14,6.83,4.31,2.24,4.41,2.29,0.78,3.61,-28.38
4.9,8.26,3.16,7.56,9.21,4.48,4.32,0.58,8.54,7.63,4.44,9.63,2.26,1.23,1.73,4.94,1.26,4.47,8.18,1.72,-7.3
4.75,2.67,1.84,2.08,0.81,7.15,7.11,3.74,3.45,9.2,8.59,1.04,3.75,0.13,5.42,1.41,2.16,6.43,5.85,0.8,-55.3
1.7,6.53,4.6,3.74,5.01,8.58,8.46,3.94,8.17,5.59,2.58,6.42,6.73,3.25,2.21,4.58,6.09,2.31,5.31,5.87,-4.44
7.77,4.19,1.35,7.59,5.79,6.08,1.61,3.46,8.55,3.32,2.58,0.22,4.48,7.9,6.44,9.81,2.13,1.82,2.63,0.57,-44.43
7.92,6.97,0.99,5.29,2.33,7.77,3.45,2.2,6.08,8.63,7.4,9.19,8.85,6.46,4.83,5.29,8.33,1.27,5.59,8.62,-28.08
6.11,6.08,4.21,0.08,4.72,0.77,4.75,0.37,4.12,9.49,6.51,5.22,1.09,4.61,9.08,0.49,6.73,7.77,1.11,7.37,-27.71
4.93,6.99,4.03,0.37,7.53,2.89,6.1,1.76,0.03,5.38,2.83,1.26,1.97,3.56,5.61,9.77,6.5,1.53,0.48,4.12,-27.87
3.27,3.09,8.46,6.68,1.98,0.27,8.02,1.24,7.38,1.97,3.35,6.49,9.03,8.64,9.65,6.99,2.93,0.21,4.99,2.49,46.35
6.39,6.08,5.84,5.25,0.7,1.36,4.05,3.24,5.62,1.24,7.61,6.7,9.4,6.1,1.69,9.48,0.29,2.21,3.14,2.18,37.29
1.87,3.97,8.64,0.61,8.09,5.95,0.74,0.6,4.63,7.84,3.28,1.81,9.86,3.67,0.29,9.88,7.32,5.71,4.54,2.09,1.03
6.19,3.99,0.52,2.16,3.58,9.24,9.29,4.91,6.82,4.26,2.15,5.42,9.85,0.98,4.83,5.73,0.82,6.65,9.08,3.65,-9.97
5.95,6.25,9.36,5.46,0.05,1.63,4.8,0.37,5.96,2.93,0.23,3.66,3.38,8.71,1.31,7.93,2.26,6.27,4.52,3.82,19.59
0.01,5.45,4.21,1.6,4.2,7.04,0.09,7.58,9.83,0.16,4.9,5.83,3.03,8.57,3.5,9.09,4.18,8.18,1.06,7.19,-1.5
1.41,5.83,6.73,5.62,6.17,6.59,0.64,4.92,8.73,4.87,9.07,4.29,3.88,7.03,7.53,3.5,5.06,0.67,4.71,0.86,7.24
8.31,4.97,8.73,2.46,5.21,6.42,1.17,7.85,0.5,0.55,3.42,9.04,9.05,7.93,6.7,0.03,9.7,8.36,3.41,9.74,31.35
7.17,9.02,8.66,5.02,2.57,7.23,8.67,4.91,7.09,0.66,6.98,6.89,9.92,4.2,1.53,9.39,4.59,1.87,5.64,4.7,48.62
6.1,9.67,6.26,1.98,1.57,9.67,2.1,0.5,0.35,6.66,5.45,0.91,2.41,8.77,3.04,9.79,7.71,3.3,8.01,1.06,-6.88
0.64,2.18,4.8,4.88,3.17,5.23,7.95,9.54,2.69,3.84,7.36,7.72,0.81,9.33,7.35,5.24,5.45,6.9,3.77,0.87,-19.72
9.11,9.47,5.02,8.57,7.9,4.7,1.07,1.27,7.66,2.86,0.46,9.54,9.12,0.29,8.81,9.05,4.24,3.15,9.69,3.24,69.97
1.64,1.31,1.28,1.98,2.35,4.9,8.5,7.77,4.93,0.72,8.0,3.03,8.36,5.9,4.07,9.28,1.79,8.43,4.75,5.31,-30.1
3.17,7.37,8.77,4.99,0.81,9.42,6.87,2.54,4.23,5.03,2.82,4.13,0.95,2.13,0.84,6.13,7.52,8.71,6.42,6.85,-2.17
9.45,8.43,7.36,9.84,2.47,9.9,9.59,8.39,6.33,8.07,4.95,8.44,2.5,8.18,0.26,1.68,2.06,0.13,5.26,8.94,-54.11
1.48,7.81,2.79,9.54,4.23,0.98,6.11,3.33,4.34,3.31,8.8,6.94,2.65,4.71,7.28,3.39,2.66,3.68,9.34,2.11,6.67
1.08,8.0,4.84,0.61,1.31,8.97,4.9,5.53,7.79,4.83,5.04,5.62,7.92,8.74,8.59,9.93,3.21,6.95,6.64,9.6,7.18
9.25,4.26,3.37,1.23,6.02,2.45,8.99,9.11,5.95,4.02,2.6,1.81,6.29,5.05,8.82,9.46,4.93,8.7,9.19,6.98,-20.72
6.03,3.54,2.46,2.76,3.85,8.79,6.38,6.1,9.58,0.85,7.02,3.81,7.3,3.84,0.57,5.4,9.33,6.13,4.49,4.38,-16.92
3.19,0.6,1.22,9.77,9.17,2.38,0.46,8.49,2.55,9.69,9.79,8.99,5.1,6.79,3.58,8.17,8.91,1.16,3.07,0.48,-55.39
3.14,8.48,1.34,7.08,2.02,5.8,9.93,5.92,1.26,5.78,3.33,6.58,1.76,4.06,8.31,9.23,1.23,9.07,5.22,1.91,-29.77
6.39,3.79,3.23,2.48,8.79,6.65,4.27,8.37,5.27,4.34,6.14,4.51,3.36,8.59,6.2,7.04,6.45,8.91,0.39,6.11,-62.43
2.93,9.41,9.09,2.03,1.35,3.49,8.99,4.82,8.84,8.5,1.14,8.12,4.23,8.86,5.83,1.15,7.47,8.84,1.27,3.88,24.89
9.1,9.59,2.58,1.01,1.32,4.42,5.98,3.81,4.88,1.87,2.56,4.4,1.79,3.98,3.53,1.33,1.56,6.99,8.11,3.14,12.4
3.1,0.91,2.24,9.85,2.44,7.93,7.16,5.79,6.57,2.45,3.95,0.6,8.23,9.5,2.45,2.63,6.8,1.36,0.34,3.81,-77.62
5.02,4.61,1.78,5.28,0.58,9.39,0.57,1.37,6.12,9.86,1.41,1.46,3.54,3.95,5.96,5.54,3.12,2.02,1.36,4.21,-53.69
0.74,7.69,8.97,4.98,6.5,1.09,3.38,6.99,1.11,5.91,2.13,3.78,1.89,4.06,4.55,3.24,0.59,7.12,7.17,9.6,-15.65
5.5,4.44,2.61,9.7,8.5,1.96,6.53,7.57,2.37,7.54,7.48,8.47,8.9,7.88,7.93,9.4,8.47,8.14,7.68,5.49,-44.0
5.05,3.45,1.69,1.49,3.59,5.35,3.41,6.39,2.04,0.5,2.05,1.1,0.55,4.14,0.73,9.0,1.53,8.14,2.04,0.56,-34.59
2.34,4.8,0.05,3.06,9.98,0.52,8.17,3.02,1.49,3.88,8.27,3.68,0.55,2.19,7.03,0.71,3.57,1.34,1.51,4.85,-61.44
5.52,4.07,9.46,4.06,2.12,4.11,8.73,3.27,6.17,7.07,2.99,7.44,2.17,7.97,6.69,7.66,3.54,3.87,5.35,1.01,17.97
1.54,2.47,0.51,0.33,3.46,4.55,6.73,5.85,8.67,0.15,4.43,7.18,7.35,6.52,9.02,6.52,9.19,8.66,8.8,5.07,22.32
6.38,2.46,8.76,1.11,0.94,1.25,1.26,8.26,1.92,1.8,0.62,4.13,9.86,7.69,2.45,1.36,0.72,0.24,1.46,3.4,37.02
0.2,6.35,3.79,1.05,9.69,9.75,8.85,5.5,0.52,9.5,4.02,7.53,4.51,8.67,2.08,6.93,5.69,0.8,2.31,0.58,-54.55
1.2,8.53,5.4,1.17,7.31,5.64,1.46,1.9,3.4,8.28,6.9,5.59,5.18,7.52,1.59,1.15,1.36,5.53,4.65,3.11,-25.69
9.49,5.54,0.25,1.49,5.38,5.69,4.87,0.67,8.78,7.6,9.59,5.94,4.64,9.62,8.57,0.59,5.73,4.09,7.33,7.47,-55.04
6.63,1.5,1.7,3.9,0.71,6.6,6.71,0.38,1.74,8.2,1.79,8.48,8.27,7.45,1.61,6.13,5.89,9.67,2.56,1.86,-52.86
5.57,6.94,4.05,7.86,7.05,7.93,3.49,3.02,10.0,2.72,3.75,2.5,2.66,4.17,3.93,6.01,1.43,5.7,8.83,8.71,-44.66
0.49,1.49,5.35,1.44,0.17,4.44,3.83,2.81,2.97,2.2,6.94,8.37,6.27,4.88,6.77,4.38,8.01,0.01,4.63,5.97,41.16
4.84,4.59,5.17,9.41,2.87,3.27,3.88,4.31,3.64,8.69,7.18,0.59,5.22,7.98,9.95,7.17,5.81,8.84,8.36,9.51,-69.91
6.68,7.51,2.91,9.23,5.82,6.69,2.88,9.72,3.93,4.48,8.28,1.58,7.44,5.93,3.2,3.3,3.52,8.93,5.37,1.52,-54.79
5.01,0.49,8.11,6.25,7.34,0.91,4.13,5.18,6.85,3.26,4.4,5.22,6.02,9.77,3.97,2.27,1.17,9.59,4.53,4.43,-28.79
7.09,5.16,5.69,7.96,5.31,1.19,5.99,3.46,4.87,7.0,3.3,6.67,4.58,5.48,2.55,6.26,7.68,4.68,1.34,8.11,-34.96
2.91,4.66,6.98,0.27,0.11,2.57,8.51,0.52,6.11,6.0,3.6,5.04,3.76,3.04,9.55,5.22,7.61,1.11,4.32,5.87,38.27
1.44,9.78,7.9,3.0,5.22,7.18,5.04,1.6,6.84,6.54,1.7,9.23,4.4,9.53,0.2,3.45,4.95,7.55,4.96,9.9,-11.61
5.07,1.15,6.87,0.28,6.23,0.57,3.83,0.63,2.41,8.6,8.71,4.04,0.2,6.4,3.71,2.3,8.93,8.71,8.22,6.18,-38.54
4.1,0.16,4.74,7.51,4.41,3.91,8.15,2.62,5.58,7.59,6.97,0.63,8.23,9.32,2.16,9.84,3.45,7.06,6.32,1.57,-79.42
0.73,2.36,1.56,8.83,8.15,4.47,0.97,9.56,0.91,1.03,8.82,2.25,1.94,9.43,6.92,6.84,7.82,8.02,8.16,6.34,-74.83
9.34,9.64,2.79,7.84,3.54,8.79,5.0,1.85,0.76,8.44,3.56,7.18,7.77,2.12,9.47,0.18,0.55,9.68,3.47,1.23,-30.47
7.68,0.15,1.01,6.78,0.19,3.04,0.68,0.05,2.43,1.83,4.36,4.93,6.88,8.13,0.8,0.57,8.07,4.42,5.24,1.4,-25.47
5.82,8.06,1.36,7.59,2.44,4.79,6.52,3.6,4.23,5.92,7.14,2.98,4.48,5.61,0.48,2.6,7.97,3.57,1.46,0.83,-39.86
5.54,2.65,2.07,3.78,2.01,8.36,9.79,3.59,3.08,8.67,5.83,6.07,8.29,7.85,0.57,5.18,7.14,7.42,0.15,8.15,-89.41
8.94,7.86,8.61,7.81,1.32,8.39,7.19,6.55,7.92,9.14,2.6,9.98,9.32,1.67,3.51,5.19,3.14,6.69,1.56,1.3,29.7
8.9,7.97,3.15,3.38,5.34,2.1,0.1,0.83,5.25,1.9,7.03,8.89,0.39,0.05,1.99,7.04,8.43,4.51,6.52,9.02,29.23
0.99,9.28,6.87,1.43,8.31,4.59,9.47,3.22,6.97,6.93,9.84,2.54,6.51,1.55,1.28,2.31,0.42,0.23,1.33,3.13,-13.43
6.25,5.04,4.67,6.82,8.6,5.2,7.17,7.41,6.36,6.17,4.13,9.15,7.69,5.75,4.72,0.35,3.08,5.16,0.54,4.14,-31.85
8.51,1.35,9.32,6.04,7.64,4.13,5.75,4.9,9.06,0.4,4.95,8.1,0.58,9.55,7.16,1.72,0.53,5.96,6.87,6.48,-16.38
6.88,9.4,7.06,6.78,2.52,7.44,1.24,2.97,2.32,1.75,1.85,2.19,6.48,2.2,2.11,9.62,1.86,3.16,9.16,6.23,21.74
9.71,7.87,6.49,1.9,8.89,5.31,0.51,5.07,4.72,8.09,7.31,3.55,1.17,3.26,3.93,3.87,9.01,9.31,8.74,6.56,-29.34
3.33,7.58,0.43,1.85,5.15,0.95,0.73,5.54,7.8,2.22,1.8,2.96,1.49,7.56,8.63,4.84,5.91,5.43,1.45,7.51,-8.13
9.69,9.74,8.31,9.98,9.51,0.15,3.34,8.47,4.99,0.06,2.44,7.57,7.06,9.12,8.78,8.49,0.02,7.65,9.12,3.41,37.41
3.81,7.6,2.43,8.63,7.43,2.3,2.84,0.31,8.18,1.04,0.58,7.19,6.3,5.09,7.96,4.65,4.18,3.59,4.34,0.91,20.27
2.25,4.5,7.74,6.67,2.37,0.14,4.14,7.04,7.85,9.75,8.66,7.47,7.83,8.14,7.3,1.39,9.52,5.36,3.47,0.21,25.61
6.59,5.74,2.46,8.12,1.6,1.73,3.89,7.27,2.75,0.98,6.42,4.18,4.85,4.32,7.41,1.81,9.57,4.79,3.96,8.7,-10.42
9.37,2.48,8.87,6.23,9.79,8.63,6.69,0.16,7.8,5.96,2.48,1.0,9.35,4.19,2.61,5.08,8.36,8.82,9.35,5.9,-48.96
7.22,2.9,7.95,0.08,2.9,0.99,0.28,0.59,4.72,0.99,1.95,9.36,4.25,9.21,7.34,3.17,1.69,7.05,5.25,1.58,64.67
9.78,9.85,5.52,2.46,7.8,0.5,3.75,8.8,8.27,4.91,0.44,6.75,2.55,1.18,6.6,5.1,3.58,1.8,1.6,9.02,24.89
5.71,9.46,4.68,3.88,1.91,1.95,0.27,0.01,5.32,5.61,2.79,2.46,3.0,4.28,2.26,3.74,8.33,2.98,5.84,8.79,9.03
5.11,5.33,4.64,1.9,5.59,1.06,2.14,7.92,8.11,6.95,4.31,4.36,9.22,4.43,8.75,0.17,2.12,1.41,9.29,5.8,18.38
9.89,5.61,6.59,4.15,0.09,7.91,0.45,4.4,0.51,4.24,4.81,9.41,3.23,9.07,5.5,2.99,5.88,7.28,2.43,1.35,5.91
7.16,6.61,7.39,5.5,1.43,1.12,6.71,8.79,3.96,5.37,1.48,9.17,9.43,4.19,8.81,3.93,6.23,0.55,8.81,4.18,67.55
3.0,7.88,7.5,8.89,0.19,9.72,8.12,6.91,1.53,6.07,9.22,2.04,4.91,5.19,8.56,8.27,1.78,8.75,7.4,3.62,-34.48
3.63,2.82,8.41,2.05,7.58,4.35,7.47,4.4,1.05,3.75,5.57,0.06,1.97,8.86,1.04,6.95,5.87,1.66,8.33,0.39,-30.6
6.55,1.93,2.21,8.83,5.54,7.41,5.01,1.38,0.88,2.25,2.21,0.92,7.18,2.53,7.64,2.93,7.95,3.61,5.07,4.07,-56.81
4.55,9.08,3.81,1.32,0.01,9.58,6.74,0.8,0.7,6.96,8.35,8.97,7.71,3.43,8.85,6.57,2.1,1.33,9.65,6.07,27.21
9.44,5.38,7.13,8.09,6.06,1.33,7.27,4.47,6.46,4.56,2.92,3.71,9.14,4.48,9.65,0.38,5.26,2.35,3.13,0.58,11.83
7.02,3.48,3.07,6.78,0.02,0.77,5.64,9.35,9.83,0.41,4.12,1.82,7.6,7.6,5.79,9.54,2.11,3.28,4.42,9.48,-12.05
5.1,7.06,3.84,7.08,7.17,1.03,1.85,5.47,7.22,2.01,6.82,9.24,6.78,9.17,1.16,5.76,2.23,7.06,5.93,7.57,-1.38
3.63,7.06,7.23,3.29,1.59,8.12,0.09,8.49,6.05,6.11,5.09,9.47,2.21,2.48,8.33,9.95,2.46,2.89,0.97,3.7,45.92
0.24,7.61,7.47,7.39,8.55,7.45,9.34,6.18,2.93,7.04,6.8,3.49,0.39,8.97,1.33,8.38,9.05,0.89,8.08,0.81,-42.64
6.28,9.13,5.05,5.05,3.76,2.59,8.78,8.52,3.91,6.85,1.37,9.52,2.52,0.73,7.16,1.73,8.95,9.19,9.82,7.79,17.18
7.45,0.02,5.81,3.02,3.38,7.93,3.08,8.17,3.38,6.56,4.19,5.97,6.24,6.19,7.76,7.21,1.1,3.85,4.19,1.64,-23.35
